Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
rwcjqYfp,ARGENTINA COPA,ROUND 5,2024-02-16,00:00,Ind. Rivadavia,Instituto,4.33,1.8,3.5,1.73,2.08,4.5,1.18,17.0,1.03,3.3,2.7,2.63,1.17,5.0,1.67,2.1,3.4,1.33,7.0,1.1,19.0,1.02,2.5,1.5,1.44,1.44,1.33,4.75,5.5,10.0,26.0,6.5,5.5,12.0,29.0,15.0,15.0,21.0,51.0,41.0,41.0,51.0,101.0,0.0,0,1,0,2,[],"[24, 71]",0.27,0.68
pnyB14lQ,MEXICO 2,CLAUSURA ,2024-02-16,00:05,Tepatitlan de Morelos,Zacatecas Mineros,3.95,2.2,2.5,1.35,2.95,2.5,1.5,5.2,1.13,3.5,3.5,1.95,1.04,8.25,1.22,3.85,1.7,2.12,2.57,1.45,4.3,1.18,1.57,2.25,1.83,1.27,1.3,8.25,9.25,10.75,18.5,12.5,7.0,8.25,14.0,21.0,11.75,12.5,21.0,50.0,29.0,30.0,45.0,300.0,1,0,1,1,[21],[64],0,0
xdKNmEnT,ARGENTINA COPA,ROUND 5,2024-02-16,00:30,Talleres Cordoba,Argentinos Jrs,2.5,2.05,5.0,1.5,2.5,3.4,1.3,10.0,1.06,1.85,3.3,4.75,1.08,7.5,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73,1.18,1.33,1.91,7.5,11.0,23.0,51.0,6.0,6.5,17.0,41.0,8.0,9.0,17.0,51.0,15.0,17.0,34.0,67.0,401.0,0,1,2,1,"[83, 87]",[29],1.03,0.95
j9XTbCa6,COPA LIBERTADORES,QUALIFICATION ,2024-02-16,00:30,Nacional Asuncion (Par),Aucas (Ecu),2.75,2.05,4.33,1.44,2.63,3.25,1.33,10.0,1.06,2.0,3.3,3.75,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.83,1.83,1.25,1.33,1.8,8.5,10.0,19.0,41.0,6.0,6.5,13.0,34.0,9.5,8.5,17.0,41.0,19.0,19.0,29.0,51.0,351.0,2,0,3,0,"[12, 31, 55]",[],1.10,0.53
UNIvPl8L,PERU 1,APERTURA ,2024-02-16,01:00,Sporting Cristal,Los Chankas,1.73,2.63,7.5,1.29,3.5,2.25,1.57,5.5,1.14,1.29,4.75,8.0,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.83,1.83,1.07,1.17,3.4,15.0,23.0,41.0,101.0,8.0,10.0,26.0,51.0,7.0,9.0,21.0,51.0,8.5,11.0,26.0,51.0,251.0,3,0,4,1,"[2, 10, 22, 64]",[53],2.79,0.95
CzfWJ2BN,COLOMBIA 1,APERTURA ,2024-02-16,01:20,America De Cali,Bucaramanga,2.0,2.3,7.0,1.4,2.75,2.75,1.4,8.0,1.08,1.44,4.33,7.5,1.05,11.0,1.29,3.5,1.95,1.9,3.4,1.3,6.5,1.11,2.1,1.67,1.1,1.2,2.63,10.0,17.0,34.0,81.0,6.0,8.5,21.0,51.0,6.5,8.5,21.0,51.0,9.5,13.0,29.0,67.0,351.0,0,0,0,0,[],[],0,0
lWaUaFh6,AUSTRALIA 1,ROUND 17,2024-02-16,05:45,Western United,Newcastle Jets,2.75,2.4,3.25,1.25,3.75,2.2,1.62,5.0,1.17,2.2,4.0,2.9,1.03,17.0,1.14,5.5,1.48,2.6,2.2,1.67,3.75,1.29,1.44,2.63,1.4,1.22,1.67,21.0,15.0,17.0,29.0,12.0,8.0,11.0,19.0,13.0,9.5,12.0,21.0,21.0,15.0,19.0,34.0,101.0,1,0,2,0,"[16, 55]",[],2.17,2.58
hdxfbP6h,CROATIA 2,ROUND 18,2024-02-16,10:30,Jarun,Dubrava,3.0,2.0,3.6,1.45,2.37,0.0,0.0,0.0,0.0,2.25,3.1,3.0,0.0,0.0,1.34,2.75,2.15,1.67,3.25,1.24,0.0,0.0,1.78,1.83,1.3,1.29,1.53,8.0,9.0,15.0,29.0,7.5,6.0,12.0,26.0,11.0,10.0,15.0,41.0,21.0,21.0,34.0,51.0,600.0,0,0,1,0,[48],[],0,0
Kl7kAxrT,SAUDI ARABIA 1,ROUND 20,2024-02-16,11:00,Damac,Al Shabab,3.25,2.1,3.0,1.4,2.75,2.75,1.4,7.0,1.08,2.8,3.3,2.3,1.05,8.5,1.29,3.5,1.9,1.9,3.25,1.33,5.5,1.13,1.73,2.0,1.57,1.33,1.4,11.0,9.0,12.0,23.0,10.0,6.5,10.0,19.0,15.0,11.0,13.0,29.0,29.0,23.0,29.0,41.0,151.0,0,0,0,1,[],[82],0.41,0.72
WxhT75ii,ROMANIA 1,ROUND 26,2024-02-16,12:00,Petrolul,Poli Iasi,2.63,1.95,5.5,1.57,2.25,3.75,1.25,11.0,1.05,1.83,3.2,4.2,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.25,1.57,1.2,1.33,1.8,6.5,9.0,21.0,51.0,5.5,6.5,17.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,0.0,0,0,0,0,0,0,1.16,1.67
