Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
CI83aELs,MEXICO 1,APERTURA ,2024-11-02,00:00,Mazatlan FC,Club America,3.75,2.25,2.63,1.36,3.0,2.63,1.44,7.0,1.1,3.5,3.5,2.1,1.04,12.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.67,2.1,1.7,1.29,1.29,12.0,8.5,11.0,19.0,12.0,6.5,9.0,15.0,19.0,12.0,13.0,23.0,41.0,26.0,29.0,41.0,151.0,0,4,0,5,[],"[26, 30, 36, 45, 79]",0.47,3.03
UXwl6a3S,MEXICO 2,APERTURA ,2024-11-02,00:00,Atletico La Paz,Cancun,3.95,2.25,2.35,0.0,0.0,2.37,1.45,0.0,0.0,3.65,3.75,1.82,0.0,0.0,1.22,3.5,1.65,1.98,2.52,1.4,0.0,0.0,1.62,2.02,1.95,1.23,1.24,13.0,8.5,9.5,15.0,12.5,7.4,8.25,13.5,21.0,12.5,14.0,23.0,50.0,30.0,35.0,55.0,400.0,0,1,1,1,[84],[20],0,0
b1FZTtyb,BRAZIL 1,ROUND 32,2024-11-02,00:00,Fluminense,Gremio,2.88,2.0,4.33,1.53,2.38,3.5,1.29,11.0,1.05,2.1,3.2,3.7,1.1,7.0,1.44,2.75,2.35,1.57,4.5,1.2,10.0,1.06,2.05,1.7,1.29,1.36,1.7,7.0,8.5,17.0,41.0,6.0,6.0,13.0,34.0,9.0,9.5,19.0,41.0,19.0,21.0,34.0,67.0,501.0,1,1,2,2,"[44, 65]","[26, 90]",2.39,1.73
8p2Cchjf,MEXICO 1,APERTURA ,2024-11-02,00:05,Club Tijuana,Tigres UANL,3.75,2.3,2.63,1.3,3.4,2.5,1.5,6.0,1.13,3.3,3.7,2.05,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.57,2.25,1.73,1.29,1.33,15.0,10.0,11.0,19.0,13.0,7.5,9.0,15.0,19.0,12.0,12.0,21.0,34.0,23.0,26.0,41.0,126.0,0,1,0,3,[],"[36, 59, 83]",0.95,2.33
l28ltH9o,ARGENTINA 1,ROUND 20,2024-11-02,00:15,Union de Santa Fe,Newells Old Boys,2.4,1.95,6.5,1.57,2.25,3.75,1.25,13.0,1.04,1.67,3.4,6.25,1.11,6.5,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.5,1.5,1.13,1.3,2.15,6.0,11.0,29.0,67.0,4.75,7.0,21.0,51.0,6.5,9.5,23.0,67.0,12.0,19.0,41.0,101.0,0.0,1,0,2,0,"[9, 59]",[],0,0
IisyMawh,COLOMBIA 2,CLAUSURA ,2024-11-02,00:15,Huila,Real Cundinamarca,2.22,1.98,5.7,1.47,2.22,0.0,0.0,0.0,0.0,1.6,3.4,5.3,1.1,6.2,1.42,2.7,2.15,1.55,4.2,1.2,0.0,0.0,2.28,1.58,1.14,1.25,2.25,7.3,9.25,23.0,80.0,4.6,6.0,15.0,55.0,5.6,7.2,17.0,60.0,9.25,12.0,28.0,90.0,101.0,0,0,0,0,[],[],0,0
WIHKv2mf,AUSTRALIA 1,ROUND 3,2024-11-02,01:00,Wellington Phoenix,Auckland FC,3.1,2.2,3.2,1.36,3.0,2.63,1.44,7.0,1.1,2.55,3.5,2.63,1.05,11.0,1.29,3.75,1.9,1.95,3.2,1.36,6.0,1.13,1.67,2.1,1.44,1.29,1.5,12.0,10.0,13.0,26.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,26.0,26.0,19.0,26.0,41.0,151.0,0,0,0,2,[],"[89, 90]",0.51,2.02
dA0Mxr3g,ARGENTINA 1,ROUND 20,2024-11-02,01:00,Argentinos Jrs,Velez Sarsfield,4.33,2.0,2.88,1.5,2.5,3.4,1.3,10.0,1.06,3.7,3.2,2.15,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.0,1.75,1.67,1.36,1.29,7.5,6.5,9.0,19.0,9.0,6.0,9.5,19.0,17.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,401.0,0,0,1,1,[90],[90],0,0
lrdYOA4j,COLOMBIA 1,CLAUSURA ,2024-11-02,01:00,Once Caldas,Fortaleza,2.38,2.1,5.5,1.5,2.5,3.4,1.3,10.0,1.06,1.7,3.3,5.5,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,2.1,1.67,1.14,1.33,2.1,7.5,12.0,26.0,51.0,6.0,6.5,19.0,41.0,7.0,9.0,19.0,51.0,13.0,15.0,34.0,67.0,0.0,0,1,0,2,[],"[32, 86]",0.95,0.66
Kz2IMp1S,USA 1,PLAY OFFS ,2024-11-02,01:30,Colorado Rapids,Los Angeles Galaxy,3.1,2.5,2.75,1.22,4.0,2.1,1.67,4.5,1.18,2.8,3.8,2.3,1.02,21.0,1.11,6.5,1.4,2.88,2.0,1.73,3.4,1.3,1.4,2.75,1.57,1.25,1.4,21.0,15.0,15.0,23.0,17.0,8.0,10.0,15.0,19.0,11.0,10.0,19.0,29.0,19.0,21.0,26.0,81.0,1,2,1,4,[19],"[8, 45, 90, 90]",0.52,1.76
