Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
Q3N20syR,2026-02-09,06:00,MYANMAR 1,Round 17,Yarmanya United,Hantharwady Utd,11.5,3.75,1.29,1.05,7.8,1.38,2.67,2.07,1.55,19.0,8.25,1.07,0.0,0.0,1.01,7.8,1.06,5.6,1.25,3.25,1.65,2.0,1.46,2.55,6.1,1.04,1.01
dnEYfLbl,2026-02-09,06:30,MYANMAR 1,Round 17,Dagon,Ispe FC,1.98,2.47,4.5,1.23,3.75,2.02,1.57,4.58,1.13,1.52,4.3,4.55,1.01,15.0,1.12,4.3,1.5,2.3,2.02,1.62,3.25,1.25,1.56,2.27,1.16,1.18,2.22
tWeHkTPH,2026-02-09,07:30,AZERBAIJAN 1,Round 19,Imisli FK,Kapaz,2.88,2.0,3.75,1.44,2.63,3.2,1.3,8.5,1.05,2.1,3.0,3.2,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,1.95,1.73,1.29,1.3,1.62
8YuMCwrC,2026-02-09,08:00,VIETNAM 1,Round 13,Nam Dinh,Hong Linh Ha Tinh,2.0,2.2,6.0,1.36,2.88,2.88,1.36,7.5,1.06,1.44,3.75,6.0,1.02,10.0,1.29,3.3,1.95,1.75,3.6,1.25,7.5,1.06,2.05,1.67,1.08,1.2,2.5
UidKh2tH,2026-02-09,08:30,THAILAND 1,Round 20,Lamphun Warrior,Kanchanaburi,2.3,2.12,4.9,1.33,3.0,2.75,1.4,6.0,1.1,1.72,3.45,4.8,1.01,11.0,1.22,3.8,1.8,1.91,3.0,1.33,6.5,1.08,1.73,1.95,1.17,1.22,2.0
OIym6Rhl,2026-02-09,08:30,SINGAPORE 1,Round 10,Albirex Niigata,Hougang,2.1,2.63,4.0,1.2,4.33,2.0,1.73,4.0,1.22,1.65,3.9,4.0,1.01,23.0,1.11,6.5,1.4,2.88,1.91,1.8,3.25,1.33,1.4,2.75,1.2,1.22,2.1
KMUET5A6,2026-02-09,09:00,ETHIOPIA 1,Round 16,Fasil Kenema,Hadiya Hossana,3.3,1.8,4.0,1.65,2.1,4.5,1.17,13.0,1.01,2.3,2.55,3.1,1.11,5.5,1.65,2.1,3.3,1.29,7.5,1.06,17.0,1.01,2.5,1.44,1.3,1.4,1.5
AgmxRdVi,2026-02-09,09:00,TUNISIA CUP,1/32-finals,OC Kerkennah,Progres Sakiet,3.75,1.8,3.3,1.6,2.2,4.0,1.2,11.0,1.01,2.88,2.63,2.4,1.11,5.5,1.6,2.2,2.88,1.33,6.5,1.08,13.0,1.01,2.3,1.53,1.44,1.4,1.33
U3G1imcT,2026-02-09,09:00,SERBIA 1,Round 22,OFK Beograd Mozzart Bet,Cukaricki,3.0,2.2,3.2,1.36,3.0,2.75,1.4,6.5,1.1,2.45,3.4,2.63,1.05,8.5,1.29,3.5,1.9,1.9,3.25,1.33,6.0,1.11,1.73,2.0,1.44,1.3,1.53
Kn9fRZpA,2026-02-09,09:00,WORLD CLUB FRIENDLY,-,Zenit (Rus),Din. Samarkand (Uzb),1.47,3.2,6.33,1.09,6.1,1.55,2.2,2.77,1.39,1.2,6.33,8.5,0.0,0.0,1.01,11.0,1.13,4.6,1.42,2.51,1.95,1.7,1.43,2.63,1.05,1.07,3.14
K8XuaDK6,2026-02-09,09:40,SAUDI ARABIA 2,Round 21,Al Batin,Al-Ula,6.5,2.5,1.8,1.29,3.25,2.38,1.53,5.5,1.13,7.0,4.5,1.3,1.01,13.0,1.14,4.8,1.6,2.2,2.6,1.44,4.8,1.14,1.83,1.83,3.0,1.14,1.06
tOLlcikJ,2026-02-09,10:00,SAUDI ARABIA 2,Round 21,Al Jabalain,Al Bukiryah,2.2,2.2,5.0,1.33,3.0,2.75,1.4,6.5,1.08,1.6,3.5,4.6,1.02,10.0,1.25,3.6,1.91,1.8,3.3,1.29,7.0,1.07,1.83,1.83,1.13,1.22,2.1
fuIMD7ID,2026-02-09,10:00,WORLD CLUB FRIENDLY,-,Krylya Sovetov (Rus),Kamaz (Rus),1.86,2.54,4.5,1.17,4.25,2.0,1.66,4.05,1.18,1.48,4.5,4.75,1.01,18.0,1.09,5.4,1.38,2.64,2.0,1.66,3.24,1.26,1.51,2.39,1.15,1.15,2.14
0GMi64Jt,2026-02-09,10:00,TANZANIA 1,Round 16,JKT Tanzania,Mashujaa,2.4,2.0,5.0,1.45,2.55,3.6,1.25,10.0,1.02,1.67,3.0,4.75,1.06,7.5,1.44,2.6,2.4,1.5,4.8,1.14,10.0,1.02,2.2,1.57,1.14,1.3,2.0
fJkSRR6M,2026-02-09,10:00,KENYA 1,Round 20,Nairobi United,Mara Sugar,2.9,1.84,3.8,1.5,2.3,3.7,1.22,12.0,1.03,2.25,2.9,3.1,1.09,6.0,1.5,2.3,2.65,1.42,5.4,1.11,13.0,1.03,2.27,1.57,1.28,1.32,1.5
6NriSXcB,2026-02-09,10:00,WORLD CLUB FRIENDLY,-,Ural (Rus),Yunnan Yukun (Chn),1.73,2.66,5.0,1.16,4.6,1.83,1.83,3.6,1.24,1.41,4.2,6.0,0.0,0.0,1.06,6.2,1.32,2.89,1.8,1.85,2.71,1.36,1.44,2.58,1.11,1.16,2.25
02V82nRb,2026-02-09,10:05,SAUDI ARABIA 2,Round 21,Abha,Al Zulfi,2.0,2.25,6.0,1.33,3.0,2.75,1.4,6.0,1.1,1.44,3.8,6.0,1.01,10.0,1.25,3.6,1.85,1.85,3.2,1.3,6.5,1.08,1.87,1.8,1.08,1.2,2.5
63x048dn,2026-02-09,10:05,SAUDI ARABIA 2,Round 21,Al Jandal,Al Diriyah,8.5,2.5,1.67,1.29,3.25,2.5,1.5,6.0,1.11,10.0,4.75,1.22,1.01,11.0,1.2,4.0,1.65,2.1,2.88,1.36,5.5,1.11,2.2,1.57,3.5,1.13,1.03
hn9mIvgc,2026-02-09,10:45,Asia - AFC Champions League,League phase,Al Wahda (Uae),Al Ahli SC (Sau),4.0,2.3,2.3,1.29,3.25,2.5,1.5,6.0,1.11,3.6,3.5,1.75,1.01,13.0,1.17,4.5,1.65,2.1,2.75,1.4,5.2,1.13,1.57,2.2,1.83,1.22,1.22
rFlWjsw1,2026-02-09,10:45,Asia - AFC Champions League,League phase,Nasaf Qarshi (Uzb),Al Shorta (Irq),2.88,2.2,3.25,1.3,3.2,2.63,1.44,6.0,1.1,2.25,3.6,2.5,1.01,11.0,1.2,4.0,1.75,1.95,3.0,1.33,5.5,1.11,1.6,2.15,1.44,1.22,1.53
GK6oEJrn,2026-02-09,11:00,TURKEY 1,Round 21,Kayserispor,Kocaelispor,4.0,2.05,2.88,1.44,2.63,3.25,1.33,10.0,1.06,3.4,3.1,2.15,1.08,8.0,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8,1.67,1.36,1.3
b5b3fhiT,2026-02-09,11:00,WORLD CLUB FRIENDLY,-,Termez Surkhon (Uzb),Shinnik Yaroslavl (Rus),2.75,2.52,2.9,1.21,3.9,2.08,1.7,4.2,1.19,2.38,3.98,2.5,1.02,16.5,1.09,5.45,1.41,2.54,2.19,1.65,3.54,1.22,1.4,2.73,1.49,1.22,1.54
n9zryUAO,2026-02-09,11:30,AZERBAIJAN 1,Round 19,Turan Tovuz,Karvan,1.67,2.5,8.0,1.3,3.2,2.63,1.44,6.0,1.11,1.22,4.75,9.0,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,2.15,1.6,1.04,1.13,3.5
Ewo7BtNc,2026-02-09,11:30,Cameroon - Elite One,Round 4,Fauve Azur Elite,Bamenda,3.5,1.83,3.5,1.57,2.25,4.0,1.2,11.0,1.01,2.55,2.7,2.7,1.08,6.5,1.57,2.25,2.88,1.36,6.5,1.08,13.0,1.01,2.2,1.57,1.4,1.4,1.4
jZQhxVgd,2026-02-09,12:00,WORLD CLUB FRIENDLY,-,Rosenborg (Nor),Artis Brno (Cze),2.2,2.3,4.33,1.25,3.6,2.4,1.5,5.5,1.11,1.65,3.7,4.0,1.01,13.0,1.14,4.8,1.6,2.2,2.6,1.44,4.8,1.14,1.57,2.2,1.2,1.22,2.0
YFTG0QeB,2026-02-09,12:05,SAUDI ARABIA 2,Round 21,Al Jubail,Al Orubah,5.0,2.3,2.0,1.3,3.2,2.63,1.44,6.0,1.11,5.0,3.8,1.47,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.73,1.95,2.3,1.17,1.1
rBErWLJO,2026-02-09,13:00,Asia - AFC Champions League,League phase,Shabab Al-Ahli Dubai (Uae),Al Hilal (Sau),3.3,2.2,2.8,1.3,3.2,2.63,1.44,6.0,1.1,2.7,3.3,2.2,1.01,11.0,1.2,4.0,1.75,1.95,2.88,1.36,5.5,1.11,1.6,2.15,1.53,1.25,1.36
QJgTckjo,2026-02-09,13:00,Asia - AFC Champions League,League phase,Al-Duhail (Qat),Al Sharjah (Uae),2.3,2.2,4.5,1.33,3.0,2.75,1.4,6.5,1.08,1.73,3.4,4.0,1.02,10.0,1.25,3.6,1.85,1.85,3.2,1.3,6.5,1.08,1.73,1.95,1.17,1.25,1.91
zsxxltY7,2026-02-09,13:30,SENEGAL 1,Round 14,ASC HLM,Sonacos,3.75,1.83,3.3,1.57,2.25,4.0,1.2,11.0,1.01,2.8,2.2,3.0,1.08,6.5,1.57,2.25,2.88,1.36,6.5,1.08,13.0,1.01,2.2,1.57,1.3,1.53,1.36
CtPCMkiC,2026-02-09,14:00,CYPRUS 1,Round 21,Omonia Aradippou,Chloraka,2.4,2.1,4.5,1.36,2.88,3.0,1.33,7.5,1.06,1.75,3.25,4.0,1.03,9.0,1.29,3.3,2.0,1.73,3.6,1.25,7.5,1.06,1.83,1.83,1.17,1.25,1.83
bwaw8jxJ,2026-02-09,14:00,CYPRUS 1,Round 21,Krasava,AEL Limassol,3.75,2.0,2.88,1.44,2.63,3.2,1.3,8.5,1.05,3.1,2.9,2.2,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,1.95,1.73,1.57,1.33,1.3
QeRyfGcU,2026-02-09,14:00,TURKEY 1,Round 21,Fenerbahce,Genclerbirligi,1.67,2.75,9.0,1.25,3.75,2.2,1.62,5.0,1.17,1.22,5.5,11.0,1.02,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,2.0,1.73,1.05,1.14,3.75
KOkMJDGl,2026-02-09,14:00,GERMANY 1 WOM,Round 17,Koln W,SGS Essen W,1.83,2.4,6.0,1.3,3.2,2.63,1.44,6.0,1.1,1.36,4.1,6.5,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.87,1.8,1.07,1.17,2.75
x0vooLEa,2026-02-09,14:00,TURKEY 1,Round 21,Gaziantep,Kasimpasa,2.75,2.25,3.75,1.36,3.0,2.63,1.44,7.0,1.1,2.1,3.4,3.3,1.05,11.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.67,2.1,1.33,1.3,1.67
AXbzi3rn,2026-02-09,14:00,ISRAEL 2,Round 22,Bnei Yehuda,H. Akko,2.3,2.1,4.5,1.36,2.88,2.88,1.36,7.0,1.07,1.65,3.4,4.5,1.03,9.0,1.29,3.3,1.95,1.75,3.6,1.25,7.0,1.07,1.83,1.83,1.14,1.22,2.0
063PYLSH,2026-02-09,14:00,ISRAEL 2,Round 22,H. Raanana,MS Kafr Qasim,3.5,1.91,3.2,1.5,2.5,3.25,1.29,9.5,1.04,2.7,2.8,2.5,1.06,7.5,1.44,2.6,2.4,1.5,4.8,1.14,10.0,1.02,2.0,1.7,1.44,1.33,1.36
WnmqksDb,2026-02-09,14:00,ISRAEL 2,Round 22,Maccabi Petah Tikva,Maccabi Jaffa,1.53,2.88,9.0,1.2,4.0,2.1,1.67,4.5,1.17,1.13,6.0,12.0,1.01,15.5,1.08,6.5,1.4,2.75,2.1,1.65,3.6,1.25,2.0,1.7,1.03,1.07,4.5
d2tWLyWQ,2026-02-09,14:00,TURKEY 2,Round 24,Sakaryaspor,Erzurumspor,5.5,2.2,2.3,1.4,2.75,3.0,1.36,8.0,1.08,4.75,3.4,1.67,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.91,1.8,2.0,1.29,1.17
EosQVgUP,2026-02-09,14:00,CYPRUS 1,Round 21,Aris,Anorthosis,1.83,2.4,6.5,1.3,3.2,2.63,1.44,6.0,1.11,1.33,4.33,7.0,1.01,11.0,1.2,4.0,1.73,2.1,2.88,1.36,5.5,1.11,1.95,1.73,1.06,1.14,2.88
EToDHN6j,2026-02-09,14:30,ITALY 1,Round 24,Atalanta,Cremonese,1.8,2.5,7.5,1.3,3.4,2.38,1.53,6.0,1.13,1.36,4.75,8.0,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,5.0,1.17,1.95,1.8,1.08,1.18,3.0
jT9wKN8F,2026-02-09,15:00,DENMARK 1,Round 19,Vejle,Fredericia,2.6,2.3,4.0,1.33,3.25,2.5,1.5,6.5,1.11,1.96,3.5,3.5,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.62,2.2,1.29,1.29,1.8
lEULZdgA,2026-02-09,15:00,ISRAEL 1,Round 22,Maccabi Tel Aviv,Maccabi Bnei Raina,1.5,3.1,11.0,1.2,4.33,2.0,1.8,4.0,1.22,1.17,6.5,13.0,1.01,21.0,1.11,6.5,1.4,2.88,1.91,1.8,3.25,1.33,2.0,1.73,1.04,1.11,5.0
SrGvLbMs,2026-02-09,15:00,ROMANIA 1,Round 26,Din. Bucuresti,Univ. Craiova,3.5,1.95,3.5,1.53,2.38,3.5,1.29,11.0,1.05,2.75,2.8,2.7,1.1,7.0,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.0,1.73,1.44,1.4,1.4
xQas7BSF,2026-02-09,15:00,PORTUGAL 2,Round 21,Portimonense,Benfica B,3.6,2.2,2.88,1.36,3.0,2.75,1.4,7.0,1.1,3.0,3.4,2.15,1.05,11.0,1.25,3.75,1.88,1.93,3.25,1.33,6.0,1.13,1.73,2.0,1.67,1.3,1.36
vPvHAEbE,2026-02-09,15:00,POLAND 1,Round 20,Piast Gliwice,Wisla Plock,2.88,2.05,4.0,1.44,2.63,3.25,1.33,10.0,1.06,2.1,3.1,3.4,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,1.95,1.8,1.3,1.36,1.7
MRSTXzOM,2026-02-09,15:30,ISRAEL 1,Round 22,H. Beer Sheva,Beitar Jerusalem,2.05,2.63,4.75,1.22,4.0,2.1,1.67,4.5,1.18,1.55,4.1,4.75,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.53,2.38,1.17,1.2,2.25
QTbypQJ0,2026-02-09,15:30,POLAND 2,Round 20,Chrobry Glogow,S. Rzeszow,2.6,2.3,3.75,1.33,3.25,2.5,1.5,6.5,1.11,1.95,3.4,3.2,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,1.33,1.29,1.73
jmb5zllo,2026-02-09,15:45,PORTUGAL 1,Round 21,Famalicao,AFS,2.0,2.38,6.5,1.33,3.25,2.63,1.44,7.0,1.1,1.45,4.33,6.5,1.04,13.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.95,1.8,1.11,1.2,2.63
Q5GyE7Zo,2026-02-09,16:00,ENGLAND U21,Play Offs,Watford U21,Charlton U21,3.0,2.75,2.4,1.17,4.5,1.98,1.83,4.0,1.2,2.63,4.5,2.0,1.01,25.0,1.07,7.0,1.36,3.0,1.9,1.9,3.2,1.3,1.29,3.2,1.67,1.13,1.4
AeB673hK,2026-02-09,16:00,Iceland - League Cup Women,Round 1,Vikingur Reykjavik W,Fram W,1.14,5.5,15.0,1.03,9.0,1.36,2.88,2.2,1.6,1.01,13.0,51.0,0.0,0.0,1.01,11.0,1.05,8.0,1.2,4.0,1.57,2.1,1.87,1.8,1.01,1.02,15.0
Kh9VHGzK,2026-02-09,16:00,ENGLAND U21,Play Offs,Burnley U21,Brentford U21,2.75,2.6,2.75,1.17,4.5,2.05,1.75,4.5,1.17,2.38,4.0,2.3,1.02,21.0,1.08,6.5,1.4,2.75,2.0,1.8,3.3,1.29,1.33,2.9,1.5,1.17,1.5
StyRRU3K,2026-02-09,16:00,NETHERLANDS 2,Round 22,Jong PSV,Oss,2.63,2.5,3.4,1.25,3.75,2.2,1.62,5.0,1.17,2.1,3.75,3.0,1.02,17.0,1.14,5.5,1.53,2.4,2.2,1.62,3.75,1.25,1.44,2.63,1.36,1.25,1.67
2FZzGnNb,2026-02-09,16:00,NETHERLANDS 2,Round 26,Jong AZ,Dordrecht,3.0,2.4,3.0,1.25,3.75,2.2,1.62,5.0,1.17,2.55,3.6,2.45,1.02,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.44,2.63,1.5,1.29,1.5
IBHrFiKE,2026-02-09,16:00,NETHERLANDS 2,Round 22,FC Emmen,Cambuur,3.3,2.4,2.63,1.22,3.8,2.25,1.57,5.5,1.11,2.8,3.5,2.15,1.01,13.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.44,2.63,1.62,1.25,1.36
fsWgx3t1,2026-02-09,16:30,SPAIN 2,Round 25,Racing Santander,Mirandes,2.1,2.38,5.0,1.33,3.25,2.5,1.5,6.5,1.11,1.57,4.1,5.0,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.73,2.0,1.17,1.22,2.25
Esqc7Ijm,2026-02-09,16:45,FRANCE 2,Round 22,Amiens,Clermont,3.4,2.1,3.25,1.4,2.75,3.0,1.36,8.0,1.08,2.55,3.1,2.45,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.8,1.91,1.5,1.33,1.44
QRHiwdZQ,2026-02-09,16:45,ITALY 1,Round 24,AS Roma,Cagliari,2.0,2.2,7.5,1.44,2.63,3.0,1.36,9.0,1.07,1.48,4.1,7.5,1.07,8.5,1.36,3.2,2.1,1.73,4.0,1.25,8.0,1.08,2.25,1.57,1.1,1.22,2.63
Euh8YaHb,2026-02-09,17:00,ARGENTINA 1,Apertura,Barracas Central,Gimnasia L.P.,3.75,1.8,3.75,1.67,2.1,4.33,1.2,15.0,1.03,2.75,2.85,2.75,1.13,6.0,1.62,2.2,2.88,1.4,6.5,1.11,15.0,1.03,2.38,1.53,1.4,1.4,1.4
IJmCYLIj,2026-02-09,17:00,SPAIN 1,Round 23,Villarreal,Espanyol,2.25,2.3,5.0,1.33,3.25,2.63,1.44,6.5,1.11,1.73,4.0,4.5,1.04,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,1.8,1.95,1.18,1.22,2.05
tbje7pP9,2026-02-09,17:00,DENMARK 1,Round 19,Aarhus,Odense,2.2,2.38,5.0,1.3,3.4,2.5,1.5,6.0,1.13,1.62,4.1,4.5,1.04,13.0,1.22,4.0,1.7,2.1,2.75,1.4,5.0,1.17,1.7,2.05,1.18,1.22,2.15
va3kThlL,2026-02-09,17:01,ENGLAND 2,Round 31,Sheffield Utd,Middlesbrough,2.75,2.3,3.5,1.33,3.25,2.5,1.5,6.5,1.11,2.15,3.6,3.0,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.62,2.2,1.36,1.29,1.67
zLZxmsU0,2026-02-09,17:30,PERU 1,Apertura,FC Cajamarca,Deportivo Garcilaso,2.6,2.1,4.75,1.44,2.63,3.25,1.33,9.0,1.07,1.9,3.4,4.1,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.0,1.73,1.22,1.3,1.91
YuBydMGL,2026-02-09,17:45,PORTUGAL 1,Round 21,FC Porto,Sporting CP,3.2,2.1,3.5,1.4,2.75,3.0,1.36,9.0,1.07,2.5,3.1,2.82,1.07,9.0,1.33,3.25,2.08,1.73,3.5,1.29,8.0,1.08,1.8,1.95,1.4,1.36,1.5
ULDcWrQ1,2026-02-09,18:00,South America - South American Championship Women U20,-,Argentina U20 W,Peru U20 W,1.53,2.8,10.0,1.25,3.6,2.25,1.57,5.5,1.11,1.11,7.0,9.5,1.01,13.0,1.14,4.8,1.57,2.25,2.55,1.45,3.7,1.25,2.38,1.5,1.04,1.06,5.0
jB6A5Uhl,2026-02-09,18:00,JAMAICA 1,Round 22,Cavalier,Spanish Town Police,1.57,2.8,7.5,1.2,4.0,2.2,1.62,4.5,1.17,1.18,5.5,9.5,1.01,17.0,1.11,5.5,1.44,2.6,2.2,1.6,3.3,1.24,1.83,1.83,1.04,1.1,3.75
AJcdY4ek,2026-02-09,18:00,South America - South American Championship Women U20,-,Ecuador U20 W,Bolivia U20 W,1.44,3.1,10.0,1.17,4.5,1.95,1.75,4.5,1.17,1.1,6.5,13.0,1.02,21.0,1.08,6.5,1.36,2.88,2.0,1.73,2.83,1.4,2.0,1.73,1.03,1.08,5.0
nNP5W59L,2026-02-09,18:45,MEXICO 1 WOM,Clausura,Cruz Azul W,Club America W,4.5,2.6,2.0,1.2,4.0,2.1,1.67,4.5,1.17,4.5,4.0,1.53,1.02,17.0,1.08,6.5,1.36,2.88,2.0,1.73,3.3,1.29,1.44,2.5,2.25,1.17,1.14
CtO6cIpB,2026-02-09,19:00,BRAZIL GAUCHO,Relegation,Monsoon,Inter Santa Maria,3.75,1.83,3.6,1.62,2.2,4.0,1.22,13.0,1.04,2.75,2.7,2.6,1.13,6.0,1.62,2.2,2.88,1.4,6.5,1.11,15.0,1.03,2.25,1.57,1.44,1.4,1.36
