Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
xneFUVeG,ECUADOR 2,ROUND 29,2024-09-12,00:00,Chacaritas,Nueve de Octubre,4.8,2.07,2.35,1.44,2.42,0.0,0.0,0.0,0.0,4.35,3.45,1.75,0.0,0.0,1.37,2.62,2.07,1.6,3.5,1.22,0.0,0.0,2.0,1.65,2.02,1.26,1.19,8.25,5.7,7.2,13.0,10.25,6.8,8.5,15.5,23.0,15.5,19.5,35.0,75.0,50.0,60.0,110.0,900.0,0,1,1,1,[55],[23],0,0
QPEZJpNE,PARAGUAY 1,CLAUSURA ,2024-09-12,00:00,Cerro Porteno,Sportivo Trinidense,2.2,2.2,6.0,1.4,2.75,3.0,1.36,8.0,1.08,1.57,3.7,5.25,1.06,9.5,1.33,3.25,2.03,1.78,3.5,1.29,7.0,1.1,2.0,1.73,1.14,1.25,2.2,9.5,13.0,29.0,51.0,6.0,7.5,17.0,41.0,7.0,8.5,19.0,51.0,11.0,15.0,29.0,67.0,351.0,0,0,1,1,[63],[79],0,0
h6eHtWM2,USA 2,-,2024-09-12,00:00,Birmingham,Tampa Bay,3.8,2.27,2.47,1.31,3.15,2.32,1.57,4.75,1.15,3.35,3.5,1.95,1.04,8.75,1.19,4.15,1.57,2.25,2.37,1.52,3.9,1.21,1.52,2.37,1.82,1.27,1.32,8.75,10.25,11.75,19.5,13.0,7.2,8.5,14.0,21.0,11.5,11.75,19.0,50.0,27.0,28.0,40.0,250.0,1,0,2,0,"[36, 86]",[],0,0
QJgPvAiF,USA 2,-,2024-09-12,00:00,Memphis,Hartford Athletic,2.05,2.35,5.1,1.31,3.15,2.35,1.55,4.85,1.14,1.55,3.9,5.0,1.04,8.5,1.21,3.95,1.65,2.15,2.52,1.47,4.2,1.19,1.7,2.05,1.17,1.22,2.37,8.5,16.0,32.0,90.0,8.25,7.9,16.0,45.0,8.25,8.0,15.0,45.0,12.0,11.75,22.0,60.0,400.0,0,0,0,0,[],[],0,0
Yquce7qP,BRAZIL 2,ROUND 7,2024-09-12,00:30,CRB,Sport Recife,4.0,1.8,3.6,1.67,2.1,4.33,1.2,15.0,1.03,2.9,2.88,2.6,1.14,5.5,1.62,2.2,3.1,1.36,6.5,1.11,17.0,1.03,2.38,1.53,1.5,1.4,1.4,5.5,6.0,11.0,26.0,6.0,6.0,12.0,29.0,12.0,13.0,21.0,51.0,34.0,34.0,51.0,101.0,1250.0,1,0,1,1,[14],[67],0,0
WthaqjlR,COLOMBIA 2,CLAUSURA ,2024-09-12,00:30,Cartagena,Atletico F.C.,1.7,2.45,7.6,0.0,0.0,2.27,1.44,0.0,0.0,1.31,4.35,8.5,0.0,0.0,1.22,4.0,1.7,1.93,2.95,1.36,0.0,0.0,2.0,1.75,1.07,1.16,3.25,11.0,17.0,45.0,175.0,5.5,7.7,22.0,80.0,5.2,7.2,18.0,70.0,6.8,9.5,24.0,80.0,500.0,0,0,0,0,[35],[],0,0
WdfLujx9,USA 2,-,2024-09-12,00:30,FC Tulsa,Las Vegas Lights,3.55,2.27,2.55,1.31,3.15,2.35,1.55,4.85,1.14,3.1,3.55,2.02,1.04,8.5,1.21,4.0,1.65,2.15,2.5,1.47,4.15,1.19,1.55,2.3,1.75,1.26,1.36,8.5,10.0,11.75,20.0,12.0,7.2,8.5,14.5,18.5,11.0,12.0,21.0,40.0,25.0,27.0,45.0,250.0,1,0,1,1,[38],[78],0,0
O2HJdq9a,ISRAEL 2,ROUND 4,2024-09-12,13:00,Hap. Ramat Gan,Hapoel Kfar Shalem,2.3,2.15,4.5,0.0,0.0,2.55,1.46,0.0,0.0,1.78,3.45,4.2,0.0,0.0,1.25,3.25,1.74,1.98,2.7,1.35,0.0,0.0,1.65,1.98,1.2,1.26,1.98,10.5,12.0,24.0,70.0,7.8,6.8,13.5,40.0,9.25,8.0,14.0,40.0,15.5,13.5,23.0,60.0,400.0,0,3,0,6,[],"[7, 27, 45, 46, 72, 87]",0,0
WSKRfNwC,ISRAEL 2,ROUND 4,2024-09-12,13:00,Hapoel Umm al-Fahm,Nof Hagalil,3.85,2.15,2.52,0.0,0.0,2.65,1.42,0.0,0.0,3.45,3.5,1.95,0.0,0.0,1.27,3.1,1.8,1.9,2.87,1.31,0.0,0.0,1.7,1.9,1.82,1.26,1.26,10.5,7.5,9.25,17.0,10.75,6.8,8.5,15.5,18.5,12.0,14.5,26.0,45.0,30.0,37.0,65.0,500.0,0,1,0,1,[],[40],0,0
Wt009Mh5,ISRAEL 2,ROUND 4,2024-09-12,13:00,M. Herzliya,H. Ironi Rishon,3.15,2.02,3.25,1.44,2.6,2.47,1.42,0.0,0.0,2.55,3.1,2.67,0.0,0.0,1.29,2.95,1.97,1.75,3.0,1.29,0.0,0.0,1.65,1.98,1.45,1.32,1.5,9.25,9.0,14.5,32.0,8.25,6.0,9.75,22.0,13.0,9.5,12.5,29.0,29.0,22.0,29.0,55.0,400.0,1,0,2,5,"[13, 51]","[49, 62, 63, 73, 90]",0,0
vDnH5vhU,ISRAEL 2,ROUND 4,2024-09-12,13:00,Maccabi Jaffa,Hapoel Afula,2.65,2.15,3.65,0.0,0.0,2.4,1.5,0.0,0.0,2.07,3.3,3.3,0.0,0.0,1.21,3.55,1.66,2.1,2.47,1.42,0.0,0.0,1.52,2.2,1.28,1.28,1.72,12.0,13.0,22.0,50.0,8.75,6.6,11.25,26.0,11.0,8.5,11.25,26.0,20.0,15.5,22.0,40.0,250.0,1,1,2,2,"[2, 46]","[18, 48]",0,0
Sl3qD4gt,ISRAEL 2,ROUND 4,2024-09-12,13:00,MS Kafr Qasim,Ramat Hasharon,2.82,2.12,3.4,1.41,2.7,2.6,1.43,0.0,0.0,2.22,3.5,2.85,0.0,0.0,1.25,3.25,1.8,1.91,2.75,1.34,0.0,0.0,1.65,2.0,1.36,1.26,1.62,11.25,10.0,15.0,32.0,8.5,6.8,10.5,23.0,11.25,9.0,13.5,30.0,22.0,17.5,26.0,55.0,400.0,1,0,2,0,"[12, 52]",[],0,0
