Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
fiVaRaZH,MEXICO 1,APERTURA ,2024-07-17,00:00,Puebla,Club Leon,3.25,2.38,2.75,1.29,3.5,2.38,1.53,5.5,1.14,3.0,3.6,2.25,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.33,1.2,1.5,2.5,1.62,1.29,1.36,17.0,11.0,13.0,21.0,13.0,7.5,9.5,17.0,17.0,11.0,12.0,21.0,29.0,21.0,23.0,34.0,101.0,1,1,2,2,"[13, 90]","[26, 87]",0,0
8dngvfKg,BRAZIL 1,ROUND 17,2024-07-17,00:00,Corinthians,Criciuma,2.4,2.1,5.0,1.44,2.63,3.25,1.33,9.0,1.07,1.8,3.6,4.5,1.06,10.0,1.33,3.4,2.05,1.75,3.75,1.29,7.0,1.1,1.95,1.8,1.18,1.29,1.95,9.0,11.0,23.0,51.0,6.5,6.5,15.0,41.0,8.0,8.5,17.0,41.0,15.0,15.0,29.0,51.0,351.0,0,1,2,1,"[54, 61]",[41],0,0
tnzKWfBc,MEXICO 1,APERTURA ,2024-07-17,00:05,Cruz Azul,Club Tijuana,1.91,2.5,6.0,1.29,3.5,2.25,1.57,5.5,1.14,1.44,4.5,6.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.75,2.0,1.11,1.18,2.63,15.0,21.0,34.0,67.0,8.5,9.0,21.0,41.0,8.0,8.5,17.0,41.0,10.0,11.0,21.0,51.0,201.0,2,0,3,0,"[34, 45, 52]",[],0,0
I9MQivBF,COPA SUDAMERICANA,PLAY OFFS ,2024-07-17,00:30,Rosario Central (Arg),Internacional (Bra),3.75,1.8,4.0,1.75,2.05,4.5,1.18,17.0,1.03,2.8,2.8,2.9,1.17,5.0,1.73,2.0,3.4,1.33,7.0,1.1,19.0,1.02,2.5,1.5,1.4,1.4,1.4,5.0,6.0,12.0,34.0,6.0,6.0,13.0,34.0,11.0,12.0,23.0,51.0,29.0,34.0,51.0,101.0,0.0,0,0,1,0,[49],[],0,0
EuWJ0bkS,COLOMBIA 1,CLAUSURA ,2024-07-17,01:20,Dep. Cali,Pereira,3.25,1.95,4.0,1.57,2.25,3.75,1.25,11.0,1.05,2.4,2.9,3.25,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.1,1.67,1.33,1.4,1.53,6.5,8.0,15.0,34.0,6.5,6.0,13.0,29.0,10.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,301.0,0,0,0,2,[],"[68, 78]",0,0
WrarXfSp,EUROPA CHAMPIONS LEAGUE,QUALIFICATION ,2024-07-17,12:00,Struga (Mkd),Slovan Bratislava (Svk),3.4,2.25,2.75,1.33,3.25,2.63,1.44,6.0,1.11,3.1,3.3,2.25,1.04,9.0,1.22,4.0,1.75,2.05,2.75,1.4,5.0,1.14,1.62,2.2,1.57,1.33,1.36,12.0,10.0,12.0,21.0,13.0,6.5,9.5,17.0,15.0,12.0,12.0,23.0,34.0,21.0,29.0,41.0,126.0,0,2,1,2,[85],"[9, 34]",0,0
MPorYeEU,EUROPA CHAMPIONS LEAGUE,QUALIFICATION ,2024-07-17,14:00,Differdange (Lux),Klaksvik (Fai),2.2,2.25,5.0,1.36,3.0,2.63,1.44,6.0,1.11,1.62,3.75,5.5,1.02,11.0,1.22,4.0,1.8,2.0,2.75,1.4,5.0,1.14,1.8,1.91,1.13,1.25,2.2,11.0,17.0,29.0,51.0,8.0,7.5,17.0,41.0,7.5,9.0,15.0,41.0,12.0,12.0,26.0,51.0,151.0,0,0,0,0,[],[],0,0
OhUr3GD4,EUROPA CHAMPIONS LEAGUE,QUALIFICATION ,2024-07-17,14:00,Dinamo Batumi (Geo),Ludogorets (Bul),3.75,2.3,2.4,1.3,3.4,2.38,1.53,5.0,1.14,3.8,3.6,1.9,1.03,10.0,1.17,4.5,1.65,2.2,2.5,1.5,4.33,1.2,1.57,2.25,1.83,1.29,1.25,15.0,10.0,11.0,17.0,15.0,7.0,9.0,15.0,21.0,13.0,12.0,21.0,41.0,26.0,29.0,41.0,126.0,1,0,1,0,[3],[],0,0
zkaOrnSk,EUROPA CHAMPIONS LEAGUE,QUALIFICATION ,2024-07-17,14:00,Petrocub (Mda),Ordabasy (Kaz),3.0,1.91,4.0,1.57,2.25,3.75,1.25,8.5,1.05,2.25,3.1,3.3,1.1,6.5,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.2,1.62,1.33,1.36,1.57,6.5,7.5,15.0,34.0,6.0,6.5,13.0,34.0,9.5,11.0,21.0,41.0,21.0,23.0,41.0,81.0,1000.0,1,0,1,0,[34],[],0,0
vHSHVnte,EUROPA CONFERENCE LEAGUE,QUALIFICATION ,2024-07-17,14:00,B36 Torshavn (Fai),Auda (Lat),3.4,2.25,2.75,1.33,3.25,2.5,1.5,6.0,1.11,2.75,3.6,2.2,1.04,9.0,1.2,4.33,1.7,2.1,2.63,1.44,4.5,1.17,1.62,2.2,1.55,1.22,1.36,13.0,10.0,12.0,21.0,12.0,7.5,9.5,17.0,15.0,11.0,13.0,23.0,29.0,21.0,29.0,41.0,151.0,0,0,0,1,[],[62],0,0
