Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
ULNm8q7M,2026-02-11,07:00,Asia - AFC Champions League,League phase,Gangwon (Kor),Shanghai Port (Chn),1.8,2.5,6.5,1.29,3.25,2.5,1.5,6.0,1.11,1.3,4.75,7.0,1.01,13.0,1.17,4.5,1.65,2.1,2.75,1.4,5.5,1.11,1.95,1.75,1.06,1.13,3.1
QPCUggnC,2026-02-11,07:00,Asia - AFC Champions League,League phase,Ulsan HD (Kor),Melbourne City (Aus),2.7,2.0,3.75,1.4,2.75,2.88,1.36,7.5,1.06,2.0,3.25,3.3,1.03,9.0,1.29,3.3,2.0,1.73,3.6,1.25,7.5,1.06,1.8,1.91,1.25,1.25,1.67
lK1KJ0Y2,2026-02-11,08:00,Europe - UEFA Europa Cup Women,Quarter-finals,Sparta Prague W,Austria Vienna W,2.63,2.3,3.4,1.29,3.3,2.4,1.5,6.5,1.08,2.05,3.4,3.0,1.01,11.0,1.17,4.5,1.6,2.2,2.75,1.4,5.2,1.13,1.57,2.25,1.33,1.25,1.67
4AHFPFkK,2026-02-11,08:30,LEBANON CUP,Semi-finals,Al Ahed,Al Hikma,1.87,2.25,6.7,1.35,2.79,2.5,1.37,6.5,1.08,1.37,4.25,7.1,1.01,9.7,1.24,3.34,1.8,1.82,3.05,1.29,6.0,1.09,2.13,1.61,1.09,1.17,2.67
48qR0Bak,2026-02-11,08:30,Hungary - Hungarian Cup,1/8-finals,Debreceni EAC,Soroksar,4.5,2.25,2.2,1.3,3.2,2.63,1.44,6.0,1.1,4.4,3.6,1.67,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.65,2.1,2.0,1.22,1.14
YNawisPs,2026-02-11,09:15,Asia - AFC Champions League 2,Play Offs,Ratchaburi,Persib Bandung,3.4,2.1,2.88,1.33,3.0,2.75,1.4,6.5,1.08,2.75,3.25,2.3,1.04,11.0,1.25,3.8,1.85,1.85,3.25,1.33,6.5,1.1,1.65,2.1,1.53,1.29,1.36
MqWKYa9D,2026-02-11,09:15,Asia - AFC Champions League 2,Play Offs,Cong An Ha Noi,Tampines,1.62,2.88,7.0,1.17,4.5,2.0,1.73,4.0,1.2,1.25,5.0,8.0,1.01,20.0,1.1,6.5,1.33,3.0,2.0,1.8,2.77,1.34,1.65,2.1,1.04,1.1,3.6
KtaHDGn9,2026-02-11,10:00,Italy - Coppa Italia Primavera,Quarter-finals,Sassuolo U20,Fiorentina U20,2.5,2.25,3.6,1.29,3.3,2.55,1.45,6.5,1.08,1.95,3.5,3.25,1.01,11.0,1.2,4.0,1.65,2.1,2.75,1.4,5.5,1.11,1.57,2.25,1.3,1.25,1.73
2XUS8SS0,2026-02-11,10:00,Italy - Coppa Italia Primavera,Quarter-finals,AS Roma U20,Parma U20,2.7,2.25,3.4,1.29,3.3,2.55,1.45,6.5,1.08,2.15,3.4,2.9,1.01,11.0,1.2,4.0,1.65,2.1,2.75,1.4,5.5,1.11,1.57,2.25,1.36,1.29,1.62
fFDK7siI,2026-02-11,10:00,BULGARIA CUP,Quarter-finals,Botev Vratsa,Arda,4.33,2.0,2.7,1.45,2.55,3.3,1.29,9.0,1.03,3.6,3.0,2.0,1.06,7.5,1.4,2.75,2.25,1.57,4.8,1.14,9.0,1.03,2.0,1.73,1.73,1.33,1.25
