Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
fD8KGU3n,SOUTH KOREA 1,ROUND 23,2025-07-23,07:30,Ulsan HD,Daejeon,2.4,2.15,4.35,1.37,2.8,2.75,1.4,5.89,1.09,1.8,3.4,4.0,1.04,7.0,1.26,3.4,1.92,1.77,3.5,1.25,7.0,1.06,1.8,1.91,1.25,1.28,2.0,7.8,11.75,26.0,75.0,6.8,7.1,14.5,40.0,9.0,8.75,15.5,45.0,16.5,16.0,29.0,75.0,600.0
dx5yDn3B,SOUTH KOREA 1,ROUND 23,2025-07-23,07:30,Jeonbuk,Gangwon,2.4,2.2,5.0,1.43,2.55,3.01,1.34,6.28,1.07,1.75,3.5,4.2,1.04,7.0,1.35,2.85,2.1,1.63,3.8,1.21,7.5,1.04,1.91,1.8,1.2,1.25,1.91,9.5,11.0,21.0,51.0,6.5,7.0,15.0,41.0,8.0,8.5,17.0,41.0,15.0,15.0,29.0,51.0,351.0
ju2TE8Yb,SOUTH KOREA 1,ROUND 23,2025-07-23,07:30,Jeju SK,Seoul,4.75,2.1,2.6,1.42,2.6,3.06,1.33,6.65,1.06,3.9,3.3,1.85,1.03,9.0,1.32,3.0,2.06,1.66,3.9,1.2,7.0,1.04,1.91,1.8,1.8,1.3,1.22,8.5,6.5,8.5,15.0,10.0,6.5,9.0,17.0,19.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,401.0
UcXh5jLa,JAPAN 1,ROUND 21,2025-07-23,07:30,Urawa Reds,Shonan Bellmare,2.5,2.1,4.75,1.44,2.55,2.96,1.38,8.53,1.06,1.85,3.4,4.33,1.06,7.0,1.36,2.8,2.15,1.61,3.9,1.2,6.0,1.06,1.91,1.91,1.2,1.3,1.91,9.0,11.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,29.0,51.0,301.0
A16jFkbk,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-23,12:30,Zira (Aze),Hajduk Split (Cro),4.0,2.05,2.75,1.4,2.7,3.18,1.32,6.87,1.06,3.0,3.3,2.05,1.03,9.5,1.37,2.9,2.23,1.6,4.4,1.18,8.5,1.06,2.0,1.73,1.62,1.25,1.3,8.5,6.5,9.5,19.0,8.5,7.0,9.5,19.0,15.0,12.0,19.0,34.0,34.0,29.0,41.0,67.0,900.0
pMkJvYM6,FINLAND 2,-,2025-07-23,12:30,Klubi 04,SalPa,1.8,2.62,5.5,1.19,4.1,1.98,1.72,3.9,1.21,1.39,4.75,6.3,1.01,19.0,1.1,5.5,1.38,2.75,1.97,1.72,3.15,1.3,1.55,2.15,1.11,1.16,2.92,20.0,24.0,45.0,120.0,10.0,9.75,18.5,50.0,8.25,8.0,14.5,40.0,10.0,9.5,17.0,45.0,200.0
YHWRD0MF,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-23,13:30,Levadia (Est),Iberia 1999 (Geo),3.0,2.2,3.25,1.33,3.05,2.55,1.45,6.1,1.09,2.3,3.5,2.6,1.04,11.0,1.23,3.85,1.78,1.95,3.15,1.32,6.25,1.09,1.73,2.0,1.4,1.22,1.5,11.0,9.5,13.0,26.0,8.5,7.0,11.0,21.0,12.0,10.0,15.0,29.0,23.0,19.0,29.0,51.0,151.0
hnBFiUDT,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-23,14:00,Brann (Nor),Salzburg (Aut),3.25,2.3,2.63,1.24,3.55,2.33,1.52,5.12,1.13,2.9,3.6,2.1,1.01,15.0,1.15,4.9,1.57,2.28,2.5,1.48,4.6,1.16,1.57,2.25,1.6,1.22,1.3,15.0,10.0,12.0,21.0,13.0,7.5,9.5,17.0,17.0,11.0,13.0,21.0,29.0,21.0,26.0,41.0,126.0
QwIb62hI,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-23,14:00,Silkeborg (Den),KA Akureyri (Ice),1.4,3.2,12.0,1.18,4.3,1.9,1.81,3.9,1.21,1.13,8.0,17.0,1.01,19.0,1.06,7.5,1.32,3.15,1.89,1.84,3.2,1.32,2.25,1.57,1.01,1.06,5.5,21.0,41.0,81.0,151.0,10.0,15.0,41.0,101.0,7.0,12.0,29.0,81.0,6.5,12.0,34.0,81.0,151.0
SYQePVUH,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-23,15:00,O. Ljubljana (Slo),Inter Escaldes (And),1.62,2.63,9.0,1.24,3.65,2.18,1.6,4.8,1.15,1.22,5.0,10.0,1.01,17.0,1.12,5.4,1.49,2.48,2.38,1.53,4.4,1.18,2.1,1.67,1.03,1.11,3.6,13.0,26.0,51.0,126.0,8.0,11.0,29.0,67.0,6.5,10.0,23.0,67.0,7.5,12.0,29.0,67.0,900.0
EBKuTDVh,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-23,15:00,TNS (Wal),Differdange (Lux),2.5,2.05,4.33,1.46,2.55,3.15,1.3,7.5,1.05,1.9,3.2,3.75,1.04,8.5,1.35,2.95,2.25,1.58,4.35,1.18,9.5,1.03,2.0,1.73,1.2,1.29,1.8,8.0,10.0,19.0,41.0,6.5,6.5,15.0,34.0,8.5,9.5,17.0,41.0,15.0,17.0,34.0,51.0,900.0
hbNY9lWi,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-23,15:45,Shelbourne (Irl),Qarabag (Aze),5.0,2.38,2.05,1.27,3.4,2.35,1.52,5.3,1.12,5.25,3.9,1.55,1.02,13.0,1.18,4.7,1.63,2.23,2.7,1.44,5.2,1.15,1.8,1.91,2.38,1.25,1.14,13.0,8.0,8.0,12.0,17.0,8.0,8.5,13.0,29.0,17.0,15.0,23.0,51.0,41.0,41.0,51.0,151.0
6uENwVqB,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-23,16:00,Buducnost (Mne),Milsami (Mda),2.1,2.3,5.0,1.33,3.05,2.55,1.44,6.1,1.09,1.57,3.75,4.75,1.03,13.0,1.22,3.95,1.77,1.96,3.15,1.32,6.4,1.09,1.8,1.91,1.13,1.2,2.15,12.0,15.0,26.0,51.0,7.5,8.0,17.0,41.0,8.0,8.5,17.0,41.0,12.0,13.0,26.0,51.0,151.0
xQTdaodB,COLOMBIA 1,CLAUSURA,2025-07-23,18:00,Llaneros,Chico,2.3,2.05,6.0,1.48,2.35,3.45,1.24,9.0,1.01,1.67,3.25,6.0,1.05,8.5,1.41,2.75,2.4,1.52,5.0,1.14,11.5,1.01,2.25,1.57,1.13,1.33,2.15,6.5,12.0,29.0,67.0,5.0,6.5,21.0,51.0,6.5,9.0,21.0,51.0,12.0,17.0,41.0,81.0,151.0
