Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
6w79DwqI,CZECH 1,ROUND 13,2025-10-28,13:00,Sparta Prague,Bohemians,1.73,2.63,7.5,1.29,3.5,2.25,1.57,5.5,1.14,1.33,5.25,7.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.95,1.8,1.1,1.17,3.25,17.0,21.0,41.0,81.0,8.0,10.0,21.0,51.0,7.0,8.5,21.0,51.0,9.0,11.0,23.0,51.0,301.0
UkNZpMr4,ITALY 1,ROUND 9,2025-10-28,14:30,Lecce,Napoli,7.0,2.25,2.0,1.4,2.75,3.0,1.36,8.0,1.08,6.5,4.2,1.48,1.06,10.0,1.33,3.4,2.0,1.8,3.75,1.29,7.0,1.1,2.2,1.62,2.63,1.22,1.11,9.5,6.0,6.0,9.5,13.0,8.0,8.5,13.0,34.0,21.0,23.0,34.0,81.0,51.0,51.0,81.0,251.0
KGoFUiio,SWITZERLAND 1,ROUND 11,2025-10-28,16:30,Thun,Winterthur,2.0,2.63,5.0,1.25,3.75,2.1,1.67,4.5,1.18,1.49,4.33,5.5,1.02,19.0,1.14,5.5,1.48,2.6,2.1,1.67,3.75,1.25,1.57,2.25,1.14,1.2,2.38,19.0,21.0,34.0,51.0,10.0,8.5,17.0,41.0,9.5,8.5,13.0,34.0,12.0,11.0,19.0,41.0,126.0
joTjzETN,SWITZERLAND 1,ROUND 11,2025-10-28,16:30,Sion,St. Gallen,2.75,2.3,3.5,1.33,3.25,2.5,1.5,6.0,1.13,2.2,3.5,2.95,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,1.36,1.29,1.62,13.0,12.0,17.0,34.0,10.0,7.0,11.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
UwTg0Q2l,ITALY 2,ROUND 10,2025-10-28,16:30,Reggiana,Modena,4.5,2.1,2.6,1.44,2.63,3.25,1.33,9.0,1.07,4.2,3.2,1.91,1.08,8.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.95,1.8,1.8,1.36,1.22,8.0,6.5,8.5,17.0,11.0,6.0,9.0,17.0,21.0,15.0,15.0,29.0,41.0,34.0,41.0,51.0,351.0
zwBLIYIF,ITALY 2,ROUND 10,2025-10-28,16:30,Pescara,Avellino,3.5,2.05,3.25,1.44,2.63,3.25,1.33,9.0,1.07,2.7,3.2,2.5,1.07,8.5,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.91,1.5,1.36,1.4,8.5,7.5,12.0,26.0,8.0,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
2PCDKfl3,ITALY 2,ROUND 10,2025-10-28,16:30,Palermo,Monza,2.88,2.1,4.0,1.44,2.63,3.25,1.33,9.0,1.07,2.1,2.95,3.75,1.08,8.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.91,1.91,1.25,1.36,1.67,8.0,10.0,17.0,41.0,7.0,6.0,13.0,29.0,10.0,9.5,15.0,41.0,19.0,19.0,29.0,51.0,301.0
dnjn4Z3M,ITALY 2,ROUND 10,2025-10-28,16:30,Frosinone,Entella,2.88,2.05,4.0,1.5,2.5,3.4,1.3,10.0,1.06,2.15,3.2,3.4,1.08,7.5,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.0,1.75,1.3,1.36,1.67,7.5,8.5,15.0,41.0,6.5,6.0,13.0,29.0,9.5,9.5,17.0,41.0,21.0,21.0,34.0,51.0,401.0
lMnv6eZ9,ITALY 2,ROUND 10,2025-10-28,16:30,Empoli,Sampdoria,3.25,1.95,3.75,1.53,2.38,3.5,1.29,11.0,1.05,2.45,2.95,2.95,1.1,7.0,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.05,1.7,1.36,1.36,1.5,7.0,7.5,13.0,34.0,6.5,6.0,12.0,29.0,11.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,501.0
r9Hw8H4c,ITALY 2,ROUND 10,2025-10-28,16:30,Cesena,Carrarese,2.63,2.1,4.33,1.44,2.63,3.25,1.33,9.0,1.07,1.96,3.2,4.1,1.07,8.5,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.91,1.22,1.36,1.8,8.5,11.0,19.0,41.0,7.0,6.0,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
