Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
feaonvCd,MEXICO 2,APERTURA ,2024-11-01,00:00,Atl. Morelia,Tlaxcala,2.85,2.02,3.65,1.42,2.47,2.55,1.39,0.0,0.0,2.25,3.0,3.2,0.0,0.0,1.36,2.65,2.07,1.6,3.4,1.23,0.0,0.0,1.8,1.8,1.3,1.33,1.6,7.9,8.75,16.5,45.0,6.8,5.9,11.25,30.0,10.25,9.0,14.5,40.0,23.0,20.0,32.0,75.0,700.0,1,0,2,1,"[22, 87]",[83],0,0
jHktB7zJ,BOLIVIA 1,CLAUSURA ,2024-11-01,00:00,Guabira,Oriente Petrolero,3.1,2.1,3.4,1.4,2.75,3.0,1.36,8.0,1.08,2.45,3.4,2.75,1.06,10.0,1.3,3.4,1.98,1.83,3.4,1.3,7.0,1.1,1.73,2.0,1.4,1.3,1.53,10.0,9.0,13.0,29.0,8.5,6.5,11.0,23.0,12.0,10.0,15.0,29.0,23.0,21.0,29.0,51.0,201.0,0,0,2,0,"[83, 90]",[],0,0
QkhwZa2I,ARGENTINA 1,ROUND 20,2024-11-01,00:15,Godoy Cruz,Atl. Tucuman,3.1,1.95,4.0,1.53,2.38,3.75,1.25,11.0,1.05,2.25,3.2,3.4,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,1.3,1.36,1.62,7.0,8.0,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,21.0,41.0,67.0,501.0,1,0,1,1,[25],[46],0,0
4CLspQAJ,ARGENTINA 1,ROUND 20,2024-11-01,00:15,Rosario Central,Barracas Central,2.25,2.0,7.5,1.57,2.25,3.75,1.25,13.0,1.04,1.57,3.4,7.5,1.11,6.5,1.53,2.38,2.6,1.48,5.5,1.14,13.0,1.04,2.63,1.44,1.1,1.3,2.3,6.0,13.0,34.0,101.0,4.75,7.0,26.0,67.0,6.0,9.5,26.0,81.0,11.0,17.0,41.0,101.0,0.0,0,0,0,1,[],[46],0,0
nkz7D7m4,COPA SUDAMERICANA,PLAY OFFS ,2024-11-01,00:30,Racing Club (Arg),Corinthians (Bra),2.75,1.95,4.75,1.53,2.38,3.75,1.25,11.0,1.05,2.05,3.1,4.2,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,1.22,1.36,1.73,6.5,9.0,19.0,41.0,6.0,6.0,15.0,41.0,8.5,9.5,19.0,51.0,17.0,21.0,41.0,67.0,351.0,2,1,2,1,"[36, 39]",[6],1.35,0.78
jT73llun,AUSTRALIA 1,ROUND 3,2024-11-01,05:35,Brisbane Roar,Sydney FC,3.4,2.3,2.75,1.3,3.4,2.5,1.5,6.0,1.13,3.1,3.6,2.25,1.03,15.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.53,2.38,1.62,1.29,1.36,15.0,11.0,13.0,21.0,13.0,7.0,9.0,17.0,17.0,11.0,11.0,21.0,34.0,21.0,26.0,34.0,126.0,0,0,2,3,"[67, 78]","[51, 71, 90]",1.62,1.13
Y3L5TOOc,PORTUGAL 3,ROUND 10,2024-11-01,08:00,Lusitania FC,Sao Joao Ver,2.1,2.15,5.7,1.4,2.55,2.55,1.4,0.0,0.0,1.53,3.85,5.7,0.0,0.0,1.29,2.95,1.93,1.78,3.0,1.28,0.0,0.0,1.98,1.65,1.13,1.22,2.42,9.75,14.0,35.0,120.0,6.1,7.6,18.5,65.0,6.6,8.25,19.5,70.0,10.5,13.0,30.0,110.0,1000.0,0,1,2,1,"[62, 90]",[45],0,0
jgeBE9W8,SLOVAKIA 2,ROUND 13,2024-11-01,09:00,Z. Moravce-Vrable,Zvolen,1.6,2.57,9.25,0.0,0.0,2.22,1.52,0.0,0.0,1.2,5.7,11.75,0.0,0.0,1.21,3.55,1.53,2.18,2.27,1.5,3.6,1.2,2.18,1.53,1.04,1.11,3.15,14.0,30.0,100.0,450.0,7.2,12.0,40.0,175.0,5.7,9.75,30.0,150.0,6.6,11.25,35.0,175.0,600.0,0,0,0,1,[],[70],0,0
lCLb8Org,ROMANIA 2,ROUND 12,2024-11-01,09:30,FC Bihor,Concordia,4.55,1.98,2.6,1.52,2.42,3.2,1.31,7.0,1.07,4.0,3.15,1.95,1.1,5.8,1.47,2.52,2.35,1.53,4.2,1.19,7.3,1.06,2.1,1.65,1.85,1.31,1.25,5.8,5.6,7.9,16.5,8.75,6.2,9.0,18.5,19.5,14.0,19.0,40.0,65.0,45.0,60.0,120.0,800.0,0,1,0,4,[],"[32, 69, 74, 90]",0,0
rudDYW7N,CROATIA 2,ROUND 13,2024-11-01,10:00,Opatija,Croatia Zmijavci,3.1,1.91,3.75,1.53,2.38,3.75,1.25,8.5,1.05,2.25,3.1,3.0,1.08,7.0,1.44,2.63,2.35,1.57,4.33,1.2,8.0,1.06,2.1,1.67,1.3,1.29,1.53,7.0,7.5,13.0,34.0,6.5,6.5,12.0,29.0,10.0,10.0,19.0,41.0,21.0,23.0,41.0,67.0,800.0,1,0,2,1,"[12, 67]",[85],0,0
2PxpTAVp,CROATIA 2,ROUND 13,2024-11-01,10:00,Sesvete,Orijent,2.6,2.0,4.33,1.5,2.5,3.4,1.3,8.0,1.06,1.9,3.25,3.7,1.07,7.5,1.4,2.75,2.2,1.65,4.0,1.22,7.5,1.07,2.0,1.73,1.22,1.25,1.8,8.0,9.5,19.0,41.0,6.0,6.5,15.0,34.0,8.5,9.5,19.0,41.0,15.0,19.0,34.0,67.0,101.0,2,0,3,3,"[16, 31, 51]","[55, 63, 68]",0,0
OdSij2GN,ENGLAND U21,-,2024-11-01,10:00,Leeds U21,Newcastle Utd U21,3.05,2.37,2.7,0.0,0.0,2.07,1.6,0.0,0.0,2.65,3.75,2.25,0.0,0.0,0.0,0.0,1.45,2.37,2.07,1.6,3.25,1.25,1.42,2.47,1.62,1.24,1.45,17.5,13.0,15.0,25.0,13.5,8.0,9.25,15.5,17.0,10.25,11.25,19.0,32.0,19.0,21.0,35.0,175.0,1,2,1,3,[21],"[1, 29, 51]",0,0
CIMRkpFb,ISRAEL 2,ROUND 12,2024-11-01,10:00,Bnei Yehuda,Nof Hagalil,2.22,2.32,4.2,0.0,0.0,2.45,1.5,0.0,0.0,1.72,3.9,4.0,0.0,0.0,1.2,4.0,1.66,2.09,2.6,1.43,0.0,0.0,1.65,2.0,1.21,1.22,2.07,13.5,13.5,24.0,60.0,8.25,7.7,13.5,35.0,9.0,8.25,14.5,37.0,13.5,12.5,22.0,55.0,400.0,0,0,0,2,[],"[48, 87]",0,0
Q1bpw7Vh,ISRAEL 2,ROUND 12,2024-11-01,10:00,Hap. Ramat Gan,H. Akko,2.25,2.2,4.55,1.42,2.65,2.5,1.48,0.0,0.0,1.7,3.75,4.3,0.0,0.0,1.22,3.9,1.69,2.04,2.7,1.41,0.0,0.0,1.72,1.9,1.19,1.23,2.12,11.5,13.0,25.0,70.0,7.4,7.3,14.5,40.0,8.25,8.25,15.5,45.0,13.0,13.0,25.0,65.0,500.0,1,0,2,0,"[19, 70]",[],0,0
Qeezn2EN,ISRAEL 2,ROUND 12,2024-11-01,10:00,Hapoel Petah Tikva,Ramat Hasharon,2.15,2.27,4.65,0.0,0.0,2.5,1.48,0.0,0.0,1.62,3.85,4.6,0.0,0.0,1.22,3.85,1.7,2.03,2.7,1.41,0.0,0.0,1.65,1.98,1.17,1.22,2.2,13.0,15.5,29.0,80.0,8.0,7.6,15.0,40.0,8.25,8.0,14.5,40.0,12.5,12.5,22.0,55.0,400.0,0,1,3,2,"[57, 75, 90]","[42, 62]",0,0
Wb1hyo05,ISRAEL 2,ROUND 12,2024-11-01,10:00,M. Herzliya,MS Kafr Qasim,3.9,2.07,2.62,1.41,2.7,2.55,1.39,0.0,0.0,3.4,3.3,2.02,0.0,0.0,1.29,3.3,1.91,1.8,3.2,1.3,0.0,0.0,1.72,1.9,1.75,1.29,1.27,9.5,7.3,9.75,18.5,10.25,6.4,8.5,16.5,18.5,11.75,14.0,27.0,50.0,30.0,37.0,65.0,500.0,0,0,1,0,[62],[],0,0
0vg9X2aU,ISRAEL 2,ROUND 12,2024-11-01,10:00,Maccabi Jaffa,Hapoel Umm al-Fahm,2.55,2.22,3.6,0.0,0.0,2.5,1.47,0.0,0.0,1.98,3.65,3.2,0.0,0.0,1.22,3.85,1.7,2.03,2.7,1.41,0.0,0.0,1.6,2.05,1.3,1.25,1.78,12.5,11.5,18.0,40.0,8.75,7.2,11.25,26.0,10.5,8.5,13.5,30.0,18.0,15.0,23.0,50.0,350.0,0,1,3,1,"[81, 87, 90]",[1],0,0
