Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
fs4sVfr2,MEXICO 1,APERTURA,2025-09-14,00:00,Toluca,Puebla,1.73,2.75,7.0,1.22,4.0,2.1,1.67,4.5,1.18,1.3,5.5,8.0,1.02,21.0,1.14,5.5,1.48,2.6,2.1,1.67,3.75,1.25,1.75,2.0,1.08,1.14,3.25,21.0,23.0,41.0,81.0,9.5,11.0,21.0,51.0,8.0,8.5,19.0,41.0,9.5,10.0,21.0,51.0,201.0
fNu0IHbd,MEXICO 1,APERTURA,2025-09-14,00:15,Club America,Guadalajara Chivas,2.2,2.25,5.5,1.36,3.0,2.75,1.4,7.0,1.1,1.62,4.0,5.0,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.91,1.91,1.17,1.22,2.15,11.0,13.0,26.0,51.0,7.0,7.5,15.0,41.0,7.5,8.5,17.0,41.0,12.0,13.0,26.0,51.0,301.0
8bDwnhpA,AUSTRIA 2,ROUND 6,2025-09-14,05:30,Liefering,A. Salzburg,2.4,2.32,3.85,1.31,3.15,2.37,1.52,5.0,1.14,1.85,3.9,3.5,1.04,8.75,1.2,4.05,1.6,2.18,2.42,1.5,4.1,1.2,1.6,2.22,1.3,1.23,1.93,8.75,13.5,21.0,45.0,9.25,7.7,12.0,27.0,10.25,8.5,13.0,30.0,16.0,13.5,21.0,50.0,300.0
tjMAkjN8,SPAIN 3,GROUP 1,2025-09-14,07:00,Ourense CF,CF Talavera,2.88,2.0,3.75,1.5,2.5,3.4,1.3,8.0,1.06,2.2,3.05,3.1,1.07,7.5,1.4,2.75,2.25,1.62,4.0,1.22,7.5,1.07,2.0,1.73,1.29,1.3,1.55,7.5,8.5,15.0,34.0,7.0,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,51.0,900.0
8Y7C4uXb,SPAIN 3,GROUP 2,2025-09-14,07:00,Atl. Madrid B,Murcia,3.4,1.95,3.4,1.53,2.38,3.5,1.29,8.5,1.05,2.55,2.9,2.63,1.1,6.5,1.44,2.63,2.38,1.53,4.33,1.2,8.5,1.05,2.1,1.67,1.4,1.3,1.44,7.0,7.0,12.0,26.0,7.0,6.0,11.0,26.0,12.0,11.0,19.0,41.0,26.0,26.0,41.0,67.0,900.0
xnPgnJYR,SPAIN 3,GROUP 2,2025-09-14,07:00,Torremolinos,Tarazona,3.2,1.83,4.0,1.62,2.2,4.0,1.22,9.0,1.04,2.3,3.0,2.88,1.11,6.0,1.62,2.2,2.75,1.4,5.5,1.13,10.0,1.03,2.38,1.53,1.33,1.3,1.5,6.0,6.5,13.0,34.0,5.5,6.5,13.0,34.0,10.0,11.0,23.0,51.0,23.0,26.0,41.0,101.0,200.0
bZIhdL9d,SOUTH KOREA 2,ROUND 29,2025-09-14,07:00,Cheongju,Seongnam,4.33,2.1,2.63,1.44,2.63,3.0,1.36,9.0,1.07,3.6,3.4,1.95,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,1.8,1.3,1.29,9.0,7.0,9.0,17.0,9.5,6.5,9.0,17.0,17.0,13.0,17.0,29.0,41.0,29.0,41.0,51.0,301.0
p8A1M1zP,PORTUGAL 2,ROUND 5,2025-09-14,07:00,Portimonense,Sporting CP B,3.25,2.1,3.25,1.4,2.75,3.0,1.36,8.0,1.08,2.55,3.3,2.55,1.06,10.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.8,1.91,1.5,1.33,1.5,10.0,8.5,13.0,26.0,8.5,6.5,10.0,21.0,13.0,10.0,15.0,29.0,26.0,21.0,29.0,51.0,251.0
QLKpbsup,SOUTH KOREA 2,ROUND 29,2025-09-14,07:00,Jeonnam,Hwaseong,2.38,2.2,5.0,1.4,2.75,2.75,1.4,8.0,1.08,1.73,3.6,4.2,1.05,11.0,1.3,3.4,1.98,1.83,3.4,1.3,7.0,1.1,1.83,1.83,1.22,1.29,2.05,10.0,11.0,21.0,51.0,6.5,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,29.0,51.0,301.0
Es1uKO13,SOUTH KOREA 2,ROUND 29,2025-09-14,07:00,Ansan Greeners,Busan,5.0,2.1,2.4,1.44,2.63,3.25,1.33,9.0,1.07,4.2,3.4,1.75,1.07,8.5,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.0,1.73,1.91,1.29,1.2,8.5,6.0,7.5,13.0,11.0,7.0,9.0,17.0,21.0,15.0,19.0,34.0,51.0,41.0,41.0,67.0,61.0
277AKqvh,UKRAINE 1,ROUND 5,2025-09-14,07:00,Kryvbas,Polissya Zhytomyr,3.5,2.07,2.85,1.39,2.55,2.95,1.35,7.3,1.06,2.92,3.25,2.27,1.05,6.2,1.33,2.77,1.98,1.65,3.25,1.25,5.4,1.04,1.78,1.83,1.6,1.29,1.39,8.75,7.0,10.0,21.0,7.9,5.9,8.5,17.5,13.5,10.0,14.0,28.0,32.0,24.0,35.0,65.0,500.0
xpU7RwyJ,SPAIN 3,GROUP 1,2025-09-14,07:00,Real Aviles,Osasuna B,2.75,2.05,3.75,1.44,2.63,3.25,1.33,7.5,1.07,2.1,3.1,3.1,1.07,7.5,1.33,3.25,2.1,1.7,3.75,1.25,7.0,1.08,1.83,1.83,1.29,1.29,1.6,8.5,9.5,15.0,34.0,7.0,6.5,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,34.0,51.0,700.0
tYbh4KL8,JAPAN 2,ROUND 29,2025-09-14,07:00,Renofa Yamaguchi,Chiba,4.0,2.05,3.0,1.44,2.63,3.25,1.33,10.0,1.06,3.3,3.2,2.15,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8,1.67,1.36,1.33,8.0,7.0,10.0,21.0,9.0,6.0,9.5,21.0,15.0,12.0,17.0,34.0,34.0,29.0,41.0,51.0,351.0
vozBisx3,JAPAN 2,ROUND 29,2025-09-14,07:00,Montedio Yamagata,Toyama,2.5,2.2,4.5,1.4,2.75,2.75,1.4,8.0,1.08,1.79,3.6,4.0,1.05,11.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.83,1.83,1.22,1.29,1.91,10.0,11.0,21.0,41.0,7.0,7.0,13.0,34.0,8.5,8.5,17.0,41.0,15.0,15.0,29.0,51.0,301.0
CvrPTwpd,JAPAN 2,ROUND 29,2025-09-14,07:00,Blaublitz,Ehime,2.3,2.2,5.5,1.44,2.63,3.0,1.36,9.0,1.07,1.66,3.5,5.0,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,2.0,1.73,1.17,1.29,2.1,9.0,12.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,34.0,67.0,1000.0
KjIBlRxp,SOUTH KOREA 1,ROUND 29,2025-09-14,07:00,Suwon FC,Gwangju FC,3.1,2.2,3.4,1.4,2.75,2.75,1.4,8.0,1.08,2.5,3.3,2.75,1.05,11.0,1.29,3.5,1.98,1.83,3.4,1.3,7.0,1.1,1.73,2.0,1.4,1.33,1.5,10.0,9.0,13.0,29.0,8.5,6.5,10.0,21.0,12.0,10.0,13.0,29.0,23.0,21.0,29.0,41.0,201.0
U9yu7ZhB,SOUTH KOREA 1,ROUND 29,2025-09-14,07:00,Gimcheon Sangmu,Daegu,2.0,2.63,5.0,1.22,4.0,2.1,1.67,4.5,1.18,1.53,4.5,5.25,1.02,21.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.53,2.38,1.17,1.18,2.38,21.0,21.0,34.0,51.0,11.0,9.0,17.0,34.0,9.5,8.5,13.0,34.0,13.0,11.0,19.0,41.0,126.0
