Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
W8UyVl13,AUSTRALIA 1,ROUND 2,2025-10-24,05:35,Newcastle Jets,Melbourne Victory,3.25,2.5,2.75,1.25,3.75,2.2,1.62,5.0,1.17,2.82,3.9,2.15,1.02,19.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,1.44,2.63,1.67,1.25,1.4,19.0,12.0,13.0,21.0,15.0,7.5,9.5,15.0,19.0,11.0,11.0,19.0,34.0,21.0,23.0,34.0,101.0
AqR0MAlU,CHINA 1,ROUND 28,2025-10-24,08:35,Meizhou Hakka,Yunnan Yukun,2.2,2.63,4.33,1.2,4.33,2.03,1.78,4.0,1.22,1.68,4.2,4.2,1.02,21.0,1.1,7.0,1.36,3.1,1.91,1.8,3.25,1.33,1.44,2.63,1.22,1.2,2.1,23.0,21.0,29.0,41.0,13.0,9.0,15.0,29.0,12.0,9.0,12.0,26.0,15.0,12.0,17.0,29.0,81.0
UmbRxWYA,CHINA 1,ROUND 28,2025-10-24,08:35,Wuhan Three Towns,Shenzhen Xinpengcheng,2.75,2.38,3.5,1.3,3.4,2.5,1.5,6.0,1.13,2.1,3.6,2.95,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,1.36,1.29,1.67,15.0,12.0,17.0,34.0,10.0,7.0,11.0,21.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,41.0,126.0
v52y5Jde,UKRAINE 1,ROUND 10,2025-10-24,09:30,Oleksandriya,Epitsentr,2.62,2.1,3.85,1.28,2.65,2.57,1.39,5.0,1.06,2.02,3.35,3.35,1.03,9.2,1.26,3.15,1.78,1.83,2.8,1.33,4.7,1.1,1.65,1.98,1.29,1.27,1.75,10.5,10.0,17.0,40.0,7.5,6.3,10.75,26.0,9.5,8.0,12.5,30.0,17.0,14.5,23.0,50.0,350.0
px2LQgQF,TURKEY 2,ROUND 11,2025-10-24,10:00,Erzurumspor,Umraniyespor,1.83,2.4,8.0,1.36,3.0,2.63,1.44,7.0,1.1,1.36,4.75,8.0,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,2.2,1.62,1.08,1.18,3.0,11.0,17.0,41.0,101.0,6.0,9.0,23.0,51.0,6.0,9.0,23.0,51.0,8.5,13.0,29.0,81.0,101.0
EXkXnnUF,ROMANIA 1,ROUND 14,2025-10-24,11:30,Csikszereda M. Ciuc,Petrolul,3.4,2.05,3.4,1.44,2.63,3.25,1.33,9.0,1.07,2.75,3.1,2.7,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.83,1.83,1.44,1.36,1.4,8.0,8.0,12.0,26.0,8.0,6.0,11.0,23.0,13.0,11.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
G2qffbTQ,SAUDI ARABIA 1,ROUND 6,2025-10-24,11:45,Al Fateh,Al Ettifaq,2.63,2.25,3.4,1.33,3.25,2.5,1.5,5.5,1.13,2.15,3.6,3.0,1.04,9.0,1.22,4.0,1.7,2.1,2.63,1.44,4.5,1.17,1.62,2.2,1.36,1.29,1.67,13.0,12.0,17.0,34.0,9.5,7.0,11.0,23.0,12.0,9.5,13.0,29.0,21.0,17.0,23.0,41.0,151.0
lKe4C14L,UKRAINE 1,ROUND 10,2025-10-24,12:00,Veres-Rivne,FK Zorya Luhansk,3.4,2.0,3.0,1.45,2.54,2.6,1.26,6.2,1.04,2.66,3.14,2.45,1.05,7.0,1.34,2.7,2.1,1.66,3.45,1.2,5.8,1.05,1.86,1.8,1.42,1.3,1.36,7.5,6.66,10.0,26.0,7.0,5.33,9.0,21.0,12.0,9.5,14.0,36.0,31.0,26.0,41.0,81.0,81.0
CYUPlxil,SAUDI ARABIA 1,ROUND 6,2025-10-24,12:30,Neom SC,Al Khaleej,2.5,2.38,3.5,1.29,3.5,2.38,1.53,5.0,1.14,2.05,3.7,3.1,1.03,10.0,1.17,4.5,1.62,2.25,2.5,1.5,4.33,1.2,1.57,2.25,1.36,1.29,1.73,15.0,13.0,19.0,34.0,10.0,7.5,12.0,23.0,12.0,9.0,12.0,26.0,19.0,15.0,21.0,41.0,126.0
MsVZ2Gkt,BOSNIA 1,ROUND 12,2025-10-24,13:00,FK Sarajevo,Sloga Doboj,1.75,2.55,7.0,0.0,0.0,2.4,1.49,0.0,0.0,1.28,5.33,8.0,0.0,0.0,1.21,3.8,1.68,2.02,2.7,1.38,4.7,1.14,2.12,1.62,1.07,1.13,2.75,7.5,9.5,20.0,0.0,5.0,6.25,12.0,0.0,4.6,6.0,11.0,0.0,5.5,7.0,14.0,0.0,0.0
