Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
rgeRiEkl,ESTONIA 1,ROUND 28,2025-09-16,13:00,Tammeka,Parnu JK Vaprus,4.0,2.42,2.15,1.15,3.5,1.98,1.6,3.4,1.14,3.8,3.9,1.7,1.01,17.0,1.1,4.7,1.38,2.55,1.98,1.65,3.05,1.27,1.44,2.47,2.05,1.21,1.22,18.5,9.0,8.75,11.75,13.5,6.9,6.7,9.0,20.0,10.25,9.25,12.5,40.0,21.0,19.0,24.0,100.0
Ma4MxJBd,ISRAEL 1,ROUND 1,2025-09-16,13:30,Hapoel Petah Tikva,Maccabi Tel Aviv,7.0,2.63,1.8,1.25,3.75,2.2,1.62,5.0,1.17,6.5,5.25,1.38,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.83,1.83,3.0,1.17,1.11,17.0,8.5,7.5,9.5,19.0,10.0,8.5,11.0,41.0,19.0,19.0,23.0,81.0,41.0,41.0,51.0,251.0
bexfCspg,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-16,13:45,Ath Bilbao,Arsenal,4.5,2.2,2.5,1.4,2.75,3.0,1.36,8.0,1.08,4.0,3.5,1.9,1.06,9.5,1.33,3.4,2.05,1.8,3.5,1.3,7.0,1.1,1.91,1.91,1.91,1.29,1.22,9.5,7.0,8.5,17.0,11.0,6.5,8.5,15.0,21.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
UFhfBGHk,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-16,13:45,PSV,Royale Union SG,2.3,2.4,4.33,1.29,3.5,2.38,1.53,5.5,1.14,1.8,3.6,4.5,1.03,15.0,1.2,4.5,1.62,2.3,2.5,1.53,4.5,1.2,1.57,2.25,1.18,1.29,1.95,15.0,17.0,26.0,41.0,9.5,7.0,15.0,34.0,10.0,8.5,12.0,34.0,15.0,13.0,21.0,41.0,126.0
bZrXTiDt,SWEDEN 2,ROUND 22,2025-09-16,14:00,Helsingborg,Landskrona,2.88,2.25,3.5,1.33,3.25,2.63,1.44,6.5,1.11,2.2,3.5,2.9,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2,1.4,1.29,1.67,13.0,11.0,17.0,34.0,9.0,7.0,11.0,23.0,12.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
8zVpfzcc,FRANCE 2,ROUND 1,2025-09-16,14:00,Boulogne,Bastia,3.9,2.15,2.72,1.44,2.75,2.95,1.39,6.9,1.09,3.4,3.5,2.12,1.08,7.9,1.4,3.0,2.18,1.7,3.9,1.26,7.5,1.09,1.93,1.82,1.75,1.3,1.34,7.9,6.5,9.75,20.0,8.75,6.8,9.5,20.0,17.5,13.0,18.0,37.0,50.0,35.0,50.0,100.0,1000.0
0hfI3EN7,NETHERLANDS 2,ROUND 6,2025-09-16,15:00,Waalwijk,Vitesse,1.57,3.1,8.5,1.18,4.5,1.95,1.85,3.75,1.25,1.19,7.0,8.0,1.01,29.0,1.1,7.0,1.33,3.4,1.83,1.83,2.75,1.4,1.73,2.0,1.08,1.1,4.0,29.0,29.0,51.0,101.0,12.0,15.0,23.0,51.0,8.5,9.5,23.0,41.0,8.5,10.0,21.0,51.0,201.0
SvdA5zge,NETHERLANDS 2,ROUND 6,2025-09-16,15:00,Oss,Venlo,3.2,2.3,2.88,1.3,3.4,2.5,1.5,6.0,1.13,2.5,3.8,2.2,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,5.0,1.17,1.57,2.25,1.53,1.22,1.44,15.0,10.0,13.0,23.0,11.0,7.5,9.5,17.0,15.0,10.0,13.0,23.0,29.0,19.0,23.0,41.0,151.0
n125PepR,NETHERLANDS 2,ROUND 6,2025-09-16,15:00,Helmond,Jong Utrecht,2.2,2.4,4.75,1.29,3.5,2.38,1.53,5.5,1.14,1.57,4.2,4.2,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.67,2.1,1.2,1.2,2.1,17.0,15.0,26.0,51.0,8.5,8.5,15.0,34.0,9.0,8.5,15.0,34.0,13.0,12.0,21.0,41.0,151.0
vyacRHFE,NETHERLANDS 2,ROUND 6,2025-09-16,15:00,Maastricht,Den Bosch,3.1,2.4,3.0,1.29,3.5,2.25,1.57,5.5,1.14,2.4,3.8,2.3,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.53,2.38,1.53,1.22,1.5,17.0,12.0,15.0,23.0,12.0,8.0,9.5,17.0,15.0,10.0,12.0,21.0,26.0,19.0,21.0,41.0,126.0
