Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
S0g1CWTs,2025-12-14,03:30,INDONESIA 1,Round 12,Malut United,Persib Bandung,3.6,2.2,2.7,1.33,3.0,2.75,1.4,6.5,1.08,3.1,3.3,2.15,1.04,11.0,1.29,3.5,1.87,1.9,3.25,1.33,6.5,1.1,1.67,2.1,1.62,1.29,1.3
bXZ5SpI7,2025-12-14,04:00,HONG KONG 1,Round 11,Hong Kong Rangers,Lee Man Warriors,5.5,2.88,1.73,1.14,5.0,1.83,1.83,3.75,1.22,6.5,5.0,1.3,1.01,24.0,1.07,8.0,1.29,3.3,1.8,2.0,2.88,1.4,1.44,2.63,3.1,1.13,1.07
hQegaTcK,2025-12-14,04:30,TAIWAN 1,Round 11,Taichung Rock,Tatung,3.8,2.28,2.22,1.28,3.35,2.2,1.55,4.9,1.14,3.66,3.6,1.78,1.02,10.0,1.17,4.5,1.6,2.1,2.3,1.46,4.1,1.2,1.53,2.14,1.76,1.22,1.23
pAeawny1,2025-12-14,04:30,TAIWAN 1,Round 11,AC Taipei,Taiwan Steel,4.33,2.3,2.25,1.29,3.3,2.55,1.45,6.5,1.08,4.0,3.75,1.7,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.65,2.1,2.0,1.22,1.2
YHMdxVJj,2025-12-14,05:00,AUSTRALIA 1 WOM,Round 7,WS Wanderers W,Central Coast Mariners W,3.1,2.18,2.9,1.29,3.3,2.55,1.45,6.5,1.08,2.55,3.45,2.35,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.57,2.25,1.5,1.29,1.44
EuIhjlAE,2025-12-14,05:30,HONG KONG 1,Round 11,Hong Kong FC,Kowloon City,8.5,2.85,1.57,0.0,0.0,2.14,1.55,0.0,0.0,10.5,5.4,1.19,0.0,0.0,1.17,4.35,1.57,2.23,2.45,1.47,4.25,1.17,2.1,1.57,3.4,1.08,1.03
lQSUQvQ0,2025-12-14,06:00,ROMANIA 2,Round 17,FC Bihor,Metalul Buzau,2.7,2.1,3.75,1.36,2.88,3.0,1.33,8.0,1.05,2.05,3.1,3.4,1.03,9.0,1.3,3.2,2.1,1.65,3.8,1.22,7.5,1.06,1.8,1.91,1.25,1.3,1.67
StkwPM03,2025-12-14,06:00,ASIA SOUTHEAST ASIAN GAMES WOM,Play Offs,Vietnam W,Indonesia W,1.18,4.86,18.0,0.0,0.0,0.0,0.0,2.01,1.49,1.18,4.86,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,4.86,1.18,4.86,18.0
GIwPHRx1,2025-12-14,06:45,ITALY U19,Round 15,Verona U20,Juventus U20,2.63,2.2,3.6,1.3,3.2,2.63,1.44,6.0,1.1,2.0,3.4,3.3,1.03,12.0,1.22,4.1,1.75,2.05,2.88,1.4,6.0,1.13,1.62,2.2,1.29,1.25,1.67
KxL0lSvR,2025-12-14,07:00,HONG KONG 1,Round 11,Eastern AA,Tai Po,5.4,2.53,1.86,0.0,0.0,2.18,1.53,0.0,0.0,5.6,4.13,1.4,0.0,0.0,1.17,4.25,1.6,2.16,2.5,1.45,4.4,1.16,1.71,1.89,2.33,1.15,1.07
