Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
lpD4otct,2026-03-03,01:00,AUSTRALIA & OCEANIA OFC PRO LEAGUE,Round 1,Tahiti United,PNG Hekari,2.38,2.2,4.33,1.33,3.0,2.75,1.4,7.5,1.06,1.73,3.5,3.9,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,6.5,1.08,1.73,1.95,1.2,1.29,1.91
CUiUL2o4,2026-03-03,04:45,ASIA AFC CHAMPIONS LEAGUE,Play Offs,Melbourne City (Aus),Buriram (Tha),3.0,2.0,3.6,1.44,2.63,3.2,1.3,8.5,1.05,2.25,3.0,2.88,1.05,8.0,1.36,2.88,2.25,1.57,4.0,1.2,8.0,1.05,1.83,1.83,1.33,1.3,1.53
4I8ptoL0,2026-03-03,05:00,AUSTRALIA & OCEANIA OFC PRO LEAGUE,Round 1,Bula,South Island United,3.5,2.2,2.63,1.29,3.3,2.55,1.45,6.5,1.08,2.88,3.4,2.0,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.57,2.2,1.67,1.25,1.33
hEVdMrdm,2026-03-03,05:00,Asia - Asian Cup Women,Round 1,China W,Bangladesh W,1.04,6.9,37.0,1.01,11.0,1.25,3.14,1.5,2.15,1.01,25.0,30.0,0.0,0.0,1.01,29.0,1.03,10.0,0.0,0.0,1.27,3.42,4.5,1.18,0.0,0.0,0.0
CA1z0LOp,2026-03-03,07:00,ASIA AFC CHAMPIONS LEAGUE,Play Offs,Gangwon (Kor),Machida (Jpn),4.5,1.91,2.63,1.5,2.5,3.25,1.29,9.5,1.04,3.9,3.0,1.91,1.06,7.5,1.45,2.55,2.55,1.45,5.2,1.13,10.0,1.02,2.2,1.6,1.73,1.3,1.17
GEIdT53n,2026-03-03,07:00,WORLD FRIENDLY INTERNATIONAL WOM,-,Belgium U19 W,Scotland U19 W,2.52,2.22,3.81,1.29,3.13,2.39,1.47,5.2,1.12,2.0,3.48,3.19,1.03,12.0,1.18,4.0,1.62,2.06,2.58,1.43,4.5,1.13,2.0,3.48,1.27,1.22,1.65
AyFfmitp,2026-03-03,07:00,Europe - World Cup Women,Qualification,Bulgaria W,Croatia W,4.45,2.22,2.2,1.28,3.18,2.35,1.42,5.7,1.11,4.15,3.75,1.65,1.03,12.4,1.19,3.7,1.67,1.95,2.65,1.38,5.1,1.1,1.64,1.95,1.98,1.22,1.19
ADfcL75F,2026-03-03,07:00,TURKEY CUP,Round 4,Fethiyespor,Karagumruk,4.0,2.25,2.63,1.33,3.0,2.75,1.4,6.0,1.1,3.1,3.5,1.95,1.01,11.0,1.22,3.8,1.83,1.98,3.2,1.3,6.5,1.08,1.73,2.0,1.67,1.25,1.36
6qn433Ws,2026-03-03,08:00,Europe - World Cup Women,Qualification,Azerbaijan W,North Macedonia W,2.05,2.3,5.5,1.37,2.52,2.66,1.39,6.7,1.07,1.57,3.5,5.5,1.01,8.5,1.25,3.3,1.9,1.9,3.0,1.3,5.55,1.08,1.86,1.71,1.1,1.22,2.15
ANLehufT,2026-03-03,08:30,BULGARIA 1,Round 24,Spartak Varna,Montana,3.2,2.1,3.5,1.44,2.63,3.25,1.33,9.0,1.07,2.45,3.2,2.82,1.07,8.5,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.4,1.36,1.5
