Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
QV5XJOh2,AUSTRALIA 1,ROUND 3,2025-10-31,05:35,Brisbane Roar,Melbourne City,4.5,2.25,2.4,1.36,3.0,2.63,1.44,7.0,1.1,3.8,4.0,1.76,1.05,11.0,1.3,3.5,1.98,1.88,3.5,1.3,6.5,1.11,1.8,1.95,1.95,1.22,1.25,12.0,7.5,8.5,15.0,11.0,7.5,8.5,15.0,21.0,13.0,17.0,26.0,41.0,34.0,34.0,51.0,251.0
l4g1k9IG,CHINA 1,ROUND 29,2025-10-31,07:00,Shanghai Port,Zhejiang Professional,1.95,3.0,4.33,1.14,5.5,1.73,2.0,3.25,1.33,1.53,5.0,4.5,1.01,34.0,1.06,10.0,1.22,4.2,1.57,2.25,2.25,1.57,1.3,3.4,1.18,1.17,2.3,34.0,29.0,34.0,51.0,19.0,12.0,17.0,29.0,15.0,10.0,12.0,23.0,17.0,11.0,15.0,23.0,51.0
hxbJsSp9,AUSTRALIA 1,ROUND 3,2025-10-31,07:45,Perth Glory,Melbourne Victory,4.0,2.5,2.38,1.25,3.75,2.2,1.62,5.0,1.17,3.7,4.1,1.81,1.03,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.53,2.38,1.91,1.22,1.29,19.0,11.0,11.0,17.0,15.0,8.0,8.5,13.0,23.0,13.0,12.0,19.0,41.0,26.0,26.0,34.0,101.0
KjGYW02k,CHINA 1,ROUND 29,2025-10-31,08:35,Chengdu Rongcheng,Henan Songshan Longmen,1.73,3.0,6.0,1.18,4.5,1.88,1.93,3.75,1.25,1.33,5.0,7.5,1.01,26.0,1.08,8.0,1.33,3.4,1.8,1.91,2.75,1.4,1.5,2.5,1.1,1.17,3.0,26.0,34.0,41.0,81.0,13.0,11.0,23.0,41.0,10.0,9.0,15.0,41.0,11.0,10.0,17.0,34.0,101.0
GI9sVvX1,CHINA 1,ROUND 29,2025-10-31,09:00,Shanghai Shenhua,Shenzhen Xinpengcheng,1.5,3.25,10.0,1.17,5.0,1.9,1.9,3.75,1.25,1.13,7.5,12.0,1.01,26.0,1.08,8.0,1.33,3.4,1.8,1.91,2.75,1.4,1.91,1.91,1.05,1.1,5.0,29.0,41.0,67.0,151.0,12.0,15.0,34.0,81.0,8.0,10.0,23.0,51.0,8.0,10.0,23.0,51.0,251.0
0UHGcXZI,SAUDI ARABIA 1,ROUND 7,2025-10-31,10:40,Al Okhdood,Al Najma,2.75,2.1,3.5,1.4,2.75,2.75,1.4,7.0,1.08,2.15,3.8,2.9,1.02,11.0,1.3,3.4,1.95,1.85,3.4,1.3,6.0,1.11,1.8,1.91,1.4,1.25,1.67,11.0,9.0,15.0,29.0,8.0,7.5,11.0,23.0,11.0,9.5,17.0,34.0,19.0,19.0,29.0,51.0,600.0
Q9YR4lsn,SAUDI ARABIA 1,ROUND 7,2025-10-31,11:50,Al Hilal,Al Shabab,1.62,2.75,7.5,1.22,4.0,2.0,1.73,4.33,1.2,1.27,5.5,8.5,1.03,13.5,1.13,5.5,1.44,2.63,2.0,1.73,3.4,1.3,1.83,1.83,1.05,1.13,3.75,21.0,29.0,51.0,101.0,9.5,11.0,26.0,51.0,7.5,9.5,21.0,51.0,8.5,11.0,23.0,51.0,151.0
SQrWQ0JE,UKRAINE 1,ROUND 11,2025-10-31,13:00,Kudrivka,Obolon,3.5,1.91,3.2,1.5,2.25,3.3,1.28,8.4,1.04,2.82,3.0,2.5,1.07,6.9,1.42,2.47,2.18,1.53,3.7,1.19,8.3,1.05,1.88,1.72,1.52,1.33,1.36,7.3,6.4,10.5,24.0,7.0,5.6,9.25,22.0,12.5,10.0,14.5,35.0,30.0,25.0,37.0,80.0,700.0
pCIUiWOE,TURKEY 2,ROUND 12,2025-10-31,14:00,Hatayspor,Erzurumspor,5.5,2.3,2.1,1.33,3.25,2.63,1.44,6.5,1.11,5.0,3.9,1.57,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.83,1.83,2.3,1.25,1.17,12.0,7.0,7.5,12.0,15.0,8.0,8.5,13.0,29.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,251.0
4AQfeoCU,CYPRUS 1,ROUND 9,2025-10-31,14:00,Aris,Chloraka,1.53,2.82,9.75,1.26,3.6,2.15,1.65,4.4,1.19,1.17,6.8,14.0,1.03,10.75,1.15,5.1,1.45,2.62,2.1,1.67,3.4,1.29,2.22,1.6,1.04,1.09,5.3,10.75,28.0,120.0,600.0,7.3,15.0,50.0,250.0,6.5,11.0,35.0,175.0,6.9,11.75,37.0,175.0,101.0
