Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
l6AD1JBr,2026-02-12,00:00,NORTH & CENTRAL AMERICA CONCACAF CHAMPIONS CUP,1/16-finals,Monterrey,Xelaju,1.36,3.4,17.0,1.2,4.33,1.91,1.8,4.0,1.22,1.1,10.0,21.0,1.01,21.0,1.11,6.5,1.4,2.88,1.91,1.8,3.25,1.33,2.63,1.44,1.01,1.06,7.0
j9VuiOic,2026-02-12,05:00,WORLD CLUB FRIENDLY,-,Baltika (Rus),Navbahor Namangan (Uzb),1.69,3.08,5.64,1.16,4.35,2.22,1.62,5.0,1.12,1.33,6.45,6.22,0.0,0.0,1.12,4.75,1.51,2.27,2.53,1.5,4.4,1.14,1.93,1.78,1.1,1.09,3.2
KEEfGchg,2026-02-12,07:00,ASIA AFC CHAMPIONS LEAGUE 2,Play Offs,Pohang,Gamba Osaka,3.6,1.91,3.1,1.5,2.5,3.25,1.29,9.5,1.04,2.8,2.9,2.3,1.06,7.5,1.4,2.75,2.4,1.5,4.8,1.14,10.0,1.02,2.0,1.7,1.5,1.3,1.33
zqvz2MRF,2026-02-12,08:00,WORLD CLUB FRIENDLY,-,Torpedo Kutaisi (Geo),Lyngby (Den),5.0,2.4,2.0,1.29,3.3,2.4,1.5,6.5,1.08,5.0,3.9,1.44,1.01,13.0,1.17,4.5,1.65,2.1,2.75,1.4,5.2,1.13,1.7,2.0,2.5,1.2,1.13
vZtXzoqe,2026-02-12,08:00,WORLD CLUB FRIENDLY,-,Sogndal (Nor),Kryvbas (Ukr),3.75,2.38,2.3,1.25,3.6,2.25,1.57,5.5,1.11,3.5,3.5,1.75,1.01,13.0,1.14,4.8,1.57,2.25,2.4,1.5,4.5,1.17,1.5,2.38,1.91,1.25,1.25
rTBBa3sf,2026-02-12,09:00,NORTH MACEDONIA 1,Round 17,Brera Strumica,Makedonija GP,2.5,2.1,4.0,1.33,3.0,2.88,1.36,7.5,1.06,1.87,3.25,3.5,1.02,10.0,1.25,3.6,1.91,1.8,3.3,1.29,7.0,1.07,1.73,1.95,1.25,1.29,1.8
C0fvZOD7,2026-02-12,09:00,WORLD CLUB FRIENDLY,-,Sparta Prague B (Cze),Brattvag (Nor),2.25,2.75,3.3,1.11,5.5,1.73,2.0,3.3,1.29,1.8,4.0,3.0,1.01,30.0,1.03,9.0,1.2,4.0,1.6,2.2,2.4,1.5,1.2,3.9,1.3,1.2,1.83
8E5LfP8s,2026-02-12,09:00,BOSNIA AND HERZEGOVINA CUP,1/8-finals,Famos Hrasnica,Laktasi,5.0,2.4,1.91,1.25,3.6,2.4,1.5,5.5,1.11,5.0,3.9,1.44,1.01,13.0,1.14,4.8,1.6,2.2,2.55,1.45,4.8,1.14,1.67,2.05,2.4,1.2,1.13
2H6gmaO6,2026-02-12,09:15,ASIA AFC CHAMPIONS LEAGUE 2,Play Offs,Bangkok Utd,Macarthur FC,3.25,2.2,2.88,1.3,3.2,2.63,1.44,6.0,1.11,2.63,3.4,2.25,1.01,11.0,1.2,4.0,1.65,2.1,2.88,1.36,5.5,1.11,1.57,2.2,1.53,1.25,1.4
tG6R0D36,2026-02-12,09:30,SAUDI ARABIA DIVISION 2,Round 22,Hajer,Wej SC,2.5,2.1,4.2,1.36,2.88,3.0,1.33,8.0,1.05,1.8,3.1,3.8,1.03,9.0,1.3,3.3,2.0,1.73,3.8,1.22,7.5,1.06,1.83,1.83,1.2,1.3,1.83
