Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
vP4s4fL0,2026-01-02,00:30,INDIA IWL WOM,Round 5,Kickstart W,Sreebhumi W,5.5,2.4,1.91,1.25,3.6,2.4,1.5,5.5,1.11,5.5,3.9,1.44,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,4.8,1.14,1.7,2.0,2.5,1.2,1.11
nk8k2YkD,2026-01-02,00:30,INDIA IWL WOM,Round 5,Gokulam Kerala W,Garhwal United W,2.3,2.27,3.9,0.0,0.0,2.15,1.5,0.0,0.0,1.78,3.65,3.65,0.0,0.0,1.18,4.1,1.53,2.2,2.45,1.45,0.0,0.0,1.65,2.1,1.23,1.23,1.83
QF13waXO,2026-01-02,05:30,BANGLADESH 1,Round 9,Brothers U.,Mohammedan,4.0,2.2,2.5,1.33,3.0,2.75,1.4,6.5,1.08,3.5,3.4,1.95,1.04,11.0,1.29,3.5,1.87,1.9,3.25,1.33,6.5,1.1,1.67,2.1,1.73,1.25,1.25
Uaxy1P4D,2026-01-02,05:35,AUSTRALIA 1,Round 11,Melbourne Victory,Perth Glory,2.3,2.38,4.5,1.3,3.4,2.5,1.5,6.0,1.13,1.76,3.75,4.33,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.67,2.1,1.2,1.25,1.95
rBj7KF5s,2026-01-02,06:00,INDIA IWL WOM,Round 5,Sesa FA W,Sethu W,3.2,2.05,3.1,1.4,2.65,2.2,1.57,0.0,0.0,2.55,3.0,2.55,0.0,0.0,1.33,2.95,2.0,1.7,3.45,1.25,2.65,1.4,1.75,1.93,1.41,1.33,1.44
nu5yQyrK,2026-01-02,06:00,INDIA IWL WOM,Round 5,Nita FA W,East Bengal W,5.6,2.45,1.85,0.0,0.0,2.15,1.5,0.0,0.0,6.5,4.5,1.33,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,4.8,1.14,1.8,1.91,2.88,1.17,1.08
vuR7DZDs,2026-01-02,08:30,SYRIA 1,Round 3,Al-Ittihad Aleppo,Damascus Al-Ahli,2.0,2.12,6.3,1.38,2.45,2.71,1.4,5.8,1.07,1.45,3.75,6.5,1.04,8.6,1.27,3.0,1.85,1.75,3.05,1.26,5.2,1.08,2.02,1.6,1.1,1.21,2.4
4Sa6KWz8,2026-01-02,09:55,UAE 1,Round 11,Khorfakkan,Al Dhafra,2.25,2.3,4.2,1.25,3.25,2.38,1.53,5.5,1.13,1.73,3.7,4.1,1.01,15.0,1.2,4.5,1.62,2.25,2.63,1.47,5.0,1.17,1.57,2.25,1.17,1.22,2.0
WYihrzTE,2026-01-02,09:55,UAE 1,Round 11,Al Wasl,Al Wahda,3.0,2.1,3.3,1.33,3.0,2.75,1.4,6.5,1.08,2.4,3.2,2.8,1.04,11.0,1.29,3.5,1.9,1.87,3.4,1.3,6.5,1.1,1.67,2.1,1.36,1.3,1.5
YotNG6EM,2026-01-02,10:00,RWANDA 1,-,Gasogi United,Musanze,3.2,1.83,3.75,1.57,2.25,4.0,1.2,11.0,1.01,2.38,2.75,3.1,1.08,6.5,1.5,2.4,2.75,1.4,5.5,1.11,11.0,1.01,2.2,1.6,1.3,1.4,1.53
