Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
OQmNAMR6,GERMANY 2,ROUND 3,2025-08-23,08:00,Paderborn,Dusseldorf,2.3,2.38,4.5,1.3,3.4,2.5,1.5,6.0,1.13,1.8,3.8,4.1,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.67,2.1,1.22,1.25,1.95,13.0,15.0,23.0,41.0,8.5,7.5,15.0,29.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
00hXbZDc,GERMANY 2,ROUND 3,2025-08-23,08:00,Karlsruher SC,Braunschweig,2.38,2.38,4.33,1.3,3.4,2.5,1.5,6.0,1.13,1.83,3.8,4.0,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2,1.22,1.25,1.91,15.0,13.0,21.0,41.0,9.0,7.5,13.0,29.0,10.0,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
rT3O80dJ,GERMANY 2,ROUND 3,2025-08-23,08:00,Hannover,Magdeburg,2.5,2.38,4.0,1.3,3.4,2.38,1.53,6.0,1.13,1.95,3.6,3.75,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.57,2.25,1.25,1.29,1.8,15.0,15.0,21.0,41.0,9.5,7.0,13.0,26.0,11.0,9.0,12.0,29.0,17.0,15.0,21.0,41.0,126.0
G48uisGs,DENMARK 2,ROUND 7,2025-08-23,08:00,Lyngby,Horsens,3.1,2.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.5,2.88,1.06,9.5,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,1.4,1.29,1.53,9.5,8.5,13.0,29.0,7.5,6.5,11.0,23.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,301.0
YsYWNpE6,ENGLAND 1,ROUND 2,2025-08-23,08:30,Manchester City,Tottenham,1.91,2.63,5.5,1.22,4.0,2.1,1.67,4.5,1.18,1.48,4.5,6.25,1.03,17.0,1.14,5.5,1.44,2.75,2.1,1.73,3.75,1.29,1.57,2.25,1.13,1.18,2.63,19.0,26.0,41.0,81.0,11.0,9.5,21.0,41.0,10.0,9.0,15.0,41.0,13.0,12.0,21.0,41.0,151.0
xGbxO7LG,ENGLAND 2,ROUND 3,2025-08-23,08:30,Charlton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,2.2,1.07,9.0,1.36,3.2,2.1,1.73,4.0,1.25,8.0,1.08,1.83,1.83,1.67,1.33,1.33,9.0,7.0,10.0,21.0,9.0,6.5,9.0,19.0,17.0,12.0,15.0,29.0,34.0,29.0,41.0,51.0,301.0
rgL3vT5c,ENGLAND 2,ROUND 3,2025-08-23,08:30,Hull,Blackburn,2.88,2.05,4.0,1.5,2.5,3.4,1.3,10.0,1.06,2.15,3.3,3.4,1.08,8.0,1.4,3.0,2.3,1.62,4.33,1.22,9.0,1.07,2.0,1.73,1.3,1.33,1.67,8.0,8.5,15.0,41.0,6.5,6.5,12.0,29.0,9.5,9.5,17.0,41.0,19.0,19.0,34.0,67.0,401.0
lEQzDJim,ENGLAND 2,ROUND 3,2025-08-23,08:30,Swansea,Watford,2.63,2.1,4.5,1.44,2.63,3.25,1.33,9.0,1.07,1.95,3.3,3.8,1.08,8.0,1.4,3.0,2.2,1.67,4.0,1.25,9.0,1.07,1.91,1.8,1.25,1.33,1.8,8.5,9.5,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,401.0
lbfYDqsQ,ENGLAND 3,ROUND 5,2025-08-23,08:30,Luton,Cardiff,2.63,2.1,4.33,1.44,2.63,3.0,1.36,9.0,1.07,2.0,3.4,3.7,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.91,1.91,1.29,1.3,1.8,9.0,10.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
APf8IL7K,ENGLAND 4,ROUND 5,2025-08-23,08:30,Newport,MK Dons,5.5,2.25,2.2,1.36,3.0,2.75,1.4,7.0,1.1,4.5,4.0,1.65,1.05,11.0,1.29,3.5,1.95,1.9,3.4,1.3,6.5,1.11,1.91,1.8,2.2,1.22,1.18,11.0,6.5,7.5,12.0,12.0,7.5,8.5,13.0,23.0,15.0,19.0,26.0,51.0,41.0,41.0,51.0,351.0
rVK8MxTj,ENGLAND 4,ROUND 5,2025-08-23,08:30,Walsall,Salford,2.88,2.1,3.75,1.4,2.75,3.0,1.36,8.0,1.08,2.2,3.25,3.2,1.06,9.5,1.3,3.4,2.05,1.8,3.5,1.29,7.0,1.1,1.8,1.91,1.36,1.33,1.67,9.5,10.0,17.0,34.0,7.5,6.5,12.0,26.0,11.0,9.0,15.0,34.0,21.0,19.0,29.0,51.0,251.0
